Structure_ID,Structure_Type,Location,Age (years),Last_Cleaning,Image_Path,Detected_Algae (%),Detected_Barnacles (%),Detected_Mussels (%),Total_Coverage (%),Recommended_Cleaning_Method
530,K12-G,North Sea,10,2016-10-07,/path/img530,12,38,16,66,Method B
762,K9-C,North Sea,14,2020-01-08,/path/img762,55,28,16,99,Method C
796,L10-L,North Sea,8,2019-12-19,/path/img796,33,36,28,97,Method C
407,L10-AP,North Sea,13,2016-03-28,/path/img407,16,13,25,54,Method C
219,L10-BB,North Sea,18,2019-01-17,/path/img219,8,28,20,56,Method A
240,K2-A,North Sea,10,2016-12-28,/path/img240,29,29,0,58,Method A
078,K2-A,North Sea,5,2015-01-28,/path/img078,15,14,7,36,Method C
047,F3-1A,North Sea,14,2020-07-28,/path/img047,21,30,15,66,Method C
161,D18-A,North Sea,12,2016-11-09,/path/img161,35,25,19,79,Method B
678,K9-A,North Sea,6,2019-05-25,/path/img678,55,29,3,87,Method C
334,K2-A,North Sea,15,2016-03-30,/path/img334,56,4,5,65,Method C
191,G17-AP,North Sea,7,2018-07-22,/path/img191,37,9,13,59,Method B
976,K9-B,North Sea,11,2020-01-17,/path/img976,4,9,27,40,Method B
183,G14-A,North Sea,5,2016-07-20,/path/img183,37,37,28,100,Method B
099,L10-F,North Sea,1,2020-09-05,/path/img099,11,37,30,78,Method C
175,K12-C,North Sea,19,2020-06-27,/path/img175,57,9,16,82,Method C
419,L10-M,North Sea,1,2020-12-16,/path/img419,16,12,2,30,Method C
212,L10-AD,North Sea,9,2015-01-03,/path/img212,15,1,20,36,Method C
230,L10-D,North Sea,14,2018-12-24,/path/img230,49,15,13,77,Method A
065,K12-A,North Sea,9,2018-12-17,/path/img065,30,5,21,56,Method C
348,L10-AP,North Sea,6,2016-02-15,/path/img348,41,5,10,56,Method B
241,K2-A,North Sea,5,2020-11-28,/path/img241,19,11,17,47,Method C
574,L10-D,North Sea,1,2015-08-06,/path/img574,17,1,24,42,Method A
863,L10-D,North Sea,2,2020-12-10,/path/img863,30,11,1,42,Method C
532,L10-M,North Sea,1,2015-11-17,/path/img532,2,26,7,35,Method B
694,K9-C,North Sea,11,2017-10-18,/path/img694,31,39,27,97,Method C
756,L10-L,North Sea,2,2017-06-09,/path/img756,40,13,28,81,Method B
423,G16-B,North Sea,9,2018-03-26,/path/img423,11,25,9,45,Method A
997,K9-C,North Sea,13,2016-06-22,/path/img997,21,35,19,75,Method A
868,L5-D,North Sea,15,2019-06-24,/path/img868,60,8,4,72,Method C
785,L10-AC,North Sea,9,2019-06-10,/path/img785,23,1,14,38,Method C
991,D18-A,North Sea,1,2019-04-09,/path/img991,3,22,29,54,Method A
660,G16-A,North Sea,10,2015-04-25,/path/img660,0,27,12,39,Method B
423,L10-C,North Sea,3,2017-09-09,/path/img423,50,18,3,71,Method A
850,K12-A,North Sea,20,2017-04-22,/path/img850,28,4,5,37,Method C
246,L10-EE,North Sea,12,2015-05-18,/path/img246,52,31,1,84,Method C
954,L10-C,North Sea,17,2017-11-07,/path/img954,42,3,9,54,Method A
344,L10-C,North Sea,14,2020-09-28,/path/img344,26,0,17,43,Method C
403,F3-1A,North Sea,14,2018-04-15,/path/img403,55,25,14,94,Method B
259,L5-D,North Sea,4,2018-09-29,/path/img259,59,32,0,91,Method A
718,G14-A,North Sea,19,2019-11-09,/path/img718,7,7,4,18,Method C
410,L10-AC,North Sea,8,2017-03-28,/path/img410,51,15,12,78,Method B
943,L10-AC,North Sea,18,2018-02-10,/path/img943,1,11,6,18,Method A
925,G16-B,North Sea,18,2017-01-01,/path/img925,42,38,6,86,Method A
408,D18-A,North Sea,3,2015-10-06,/path/img408,50,31,17,98,Method B
632,E17-A,North Sea,11,2018-01-08,/path/img632,1,40,4,45,Method B
103,K12-CC,North Sea,13,2019-09-16,/path/img103,3,34,13,50,Method A
391,G16-A,North Sea,3,2020-09-30,/path/img391,43,26,16,85,Method A
423,K12-G,North Sea,12,2020-06-10,/path/img423,7,9,5,21,Method B
647,G16-B,North Sea,12,2020-11-01,/path/img647,0,6,19,25,Method C
652,K9-C,North Sea,1,2018-04-30,/path/img652,19,20,6,45,Method C
198,L10-M,North Sea,1,2015-07-22,/path/img198,33,24,20,77,Method B
801,G16-A,North Sea,15,2018-01-27,/path/img801,42,11,14,67,Method B
719,L10-AP,North Sea,15,2018-11-18,/path/img719,29,15,13,57,Method C
350,L10-AR,North Sea,1,2017-08-09,/path/img350,46,23,12,81,Method B
803,L10-AD,North Sea,16,2015-02-16,/path/img803,46,10,22,78,Method B
674,L10-F,North Sea,16,2018-09-16,/path/img674,8,28,4,40,Method A
601,L10-B,North Sea,19,2016-05-28,/path/img601,38,18,5,61,Method B
169,L10-AD,North Sea,13,2015-11-03,/path/img169,45,20,10,75,Method A
071,E17-A,North Sea,14,2016-06-04,/path/img071,32,29,16,77,Method C
188,L10-EE,North Sea,16,2018-06-28,/path/img188,16,10,13,39,Method B
863,K9-A,North Sea,2,2018-12-17,/path/img863,57,2,17,76,Method B
563,K12-G,North Sea,20,2017-07-19,/path/img563,15,29,0,44,Method B
373,G16-B,North Sea,2,2019-07-24,/path/img373,56,17,6,79,Method A
888,D15-A,North Sea,11,2018-10-14,/path/img888,44,17,17,78,Method B
899,K12-G,North Sea,11,2020-03-20,/path/img899,26,6,7,39,Method B
349,L10-E,North Sea,13,2015-01-02,/path/img349,34,28,30,92,Method A
964,L5-D,North Sea,7,2018-07-06,/path/img964,12,40,9,61,Method C
966,K12-BD,North Sea,6,2020-09-18,/path/img966,26,27,1,54,Method B
988,L10-B,North Sea,8,2016-07-03,/path/img988,48,18,19,85,Method B
901,K12-G,North Sea,15,2015-07-21,/path/img901,57,32,12,100,Method B
530,L10-G,North Sea,8,2016-08-02,/path/img530,49,38,13,100,Method A
017,Q13-A,North Sea,5,2020-07-23,/path/img017,15,28,2,45,Method A
526,E17-A,North Sea,14,2020-09-19,/path/img526,38,15,27,80,Method C
650,L10-C,North Sea,6,2015-02-22,/path/img650,56,7,5,68,Method B
938,L10-G,North Sea,17,2016-03-10,/path/img938,7,8,7,22,Method A
782,K12-G,North Sea,20,2018-11-13,/path/img782,16,25,1,42,Method A
820,K12-CC,North Sea,8,2017-11-06,/path/img820,39,0,16,55,Method A
397,L10-F,North Sea,1,2015-03-13,/path/img397,8,27,23,58,Method C
365,L10-AR,North Sea,15,2015-06-13,/path/img365,48,28,11,87,Method B
162,K9-C,North Sea,3,2019-01-03,/path/img162,42,18,24,84,Method C
647,K12-K,North Sea,11,2018-03-08,/path/img647,44,15,26,85,Method B
918,D15-A,North Sea,13,2016-05-29,/path/img918,19,12,22,53,Method A
831,L5-A,North Sea,14,2017-06-16,/path/img831,59,6,9,74,Method C
948,G16-A,North Sea,18,2018-01-03,/path/img948,47,17,4,68,Method B
954,K9-A,North Sea,4,2020-05-30,/path/img954,25,37,30,92,Method A
496,K12-A,North Sea,16,2017-10-19,/path/img496,35,28,25,88,Method A
207,K12-D,North Sea,19,2016-01-24,/path/img207,19,28,12,59,Method C
084,K12-D,North Sea,6,2020-03-28,/path/img084,55,38,19,100,Method C
413,L10-BB,North Sea,17,2015-05-21,/path/img413,5,22,15,42,Method A
942,K12-G,North Sea,11,2020-02-07,/path/img942,25,3,26,54,Method C
925,L10-AC,North Sea,20,2017-01-23,/path/img925,54,1,30,85,Method A
920,K12-C,North Sea,13,2020-08-20,/path/img920,25,29,29,83,Method C
695,L10-F,North Sea,13,2016-06-07,/path/img695,17,6,4,27,Method A
681,L10-M,North Sea,5,2017-09-25,/path/img681,8,14,16,38,Method C
797,L10-D,North Sea,4,2015-09-02,/path/img797,56,0,27,83,Method C
449,K9-A,North Sea,12,2018-05-02,/path/img449,21,11,19,51,Method C
293,G17-A,North Sea,19,2020-12-11,/path/img293,31,1,3,35,Method A
918,G14-A,North Sea,14,2020-05-19,/path/img918,5,21,25,51,Method B
282,K9-B,North Sea,11,2015-02-26,/path/img282,46,16,5,67,Method C
995,E17-A,North Sea,15,2017-11-08,/path/img995,48,39,10,97,Method A
999,L5-D,North Sea,20,2019-11-13,/path/img999,24,33,12,69,Method C
182,E17-A,North Sea,14,2019-07-14,/path/img182,59,17,12,88,Method B
743,G17-AP,North Sea,17,2018-03-10,/path/img743,30,13,14,57,Method B
188,K9-A,North Sea,1,2016-11-21,/path/img188,57,19,29,100,Method B
460,D15-A,North Sea,10,2016-06-29,/path/img460,6,12,3,21,Method A
861,G16-B,North Sea,11,2019-02-11,/path/img861,17,34,5,56,Method A
461,L10-F,North Sea,6,2016-08-11,/path/img461,37,31,18,86,Method B
129,D15-A,North Sea,6,2019-09-22,/path/img129,46,21,28,95,Method C
688,L10-AC,North Sea,11,2016-09-03,/path/img688,53,19,19,91,Method A
437,D18-A,North Sea,10,2018-01-26,/path/img437,29,7,2,38,Method B
573,L10-C,North Sea,11,2016-03-31,/path/img573,34,10,27,71,Method C
144,K12-K,North Sea,13,2017-09-13,/path/img144,20,22,27,69,Method C
320,L10-F,North Sea,9,2015-08-04,/path/img320,22,8,26,56,Method A
727,G14-A,North Sea,17,2019-10-12,/path/img727,19,23,3,45,Method C
199,G14-A,North Sea,15,2015-09-20,/path/img199,37,38,9,84,Method A
819,K12-G,North Sea,2,2016-05-06,/path/img819,13,17,22,52,Method C
965,G14-A,North Sea,19,2019-05-02,/path/img965,48,31,10,89,Method A
724,K9-C,North Sea,13,2016-11-24,/path/img724,41,30,14,85,Method B
976,K9-B,North Sea,20,2020-05-25,/path/img976,8,15,8,31,Method A
015,L10-B,North Sea,2,2016-10-16,/path/img015,1,21,6,28,Method B
566,K12-D,North Sea,19,2018-05-15,/path/img566,32,11,28,71,Method B
856,G16-A,North Sea,7,2016-01-02,/path/img856,45,8,21,74,Method C
969,G17-A,North Sea,5,2019-08-07,/path/img969,47,33,15,95,Method B
740,G17-AP,North Sea,13,2016-03-01,/path/img740,8,33,24,65,Method B
032,L10-E,North Sea,6,2020-06-16,/path/img032,2,7,13,22,Method B
673,G14-A,North Sea,6,2015-08-26,/path/img673,7,28,12,47,Method C
714,G17-A,North Sea,7,2016-01-04,/path/img714,7,1,28,36,Method A
176,K12-G,North Sea,8,2015-10-25,/path/img176,60,29,5,94,Method C
472,L10-AC,North Sea,8,2015-11-03,/path/img472,47,3,20,70,Method C
960,G17-A,North Sea,3,2020-04-04,/path/img960,59,21,30,100,Method B
302,G17-A,North Sea,1,2015-02-16,/path/img302,39,31,2,72,Method C
274,G17-AP,North Sea,20,2020-12-07,/path/img274,39,19,2,60,Method A
851,K12-BP,North Sea,19,2019-11-26,/path/img851,52,38,10,100,Method B
538,K12-BP,North Sea,16,2019-02-15,/path/img538,19,3,30,52,Method A
400,L10-L,North Sea,1,2017-05-17,/path/img400,36,11,26,73,Method A
288,K2-A,North Sea,17,2020-08-08,/path/img288,37,20,28,85,Method C
275,K12-BP,North Sea,18,2018-11-12,/path/img275,23,17,16,56,Method A
831,D15-A,North Sea,5,2015-03-02,/path/img831,33,13,25,71,Method A
504,K2-A,North Sea,17,2019-12-16,/path/img504,21,1,30,52,Method B
811,L10-E,North Sea,19,2020-06-23,/path/img811,31,19,6,56,Method B
041,D15-A,North Sea,19,2016-06-02,/path/img041,25,37,3,65,Method C
938,G16-A,North Sea,20,2017-02-22,/path/img938,32,28,22,82,Method A
953,K12-CC,North Sea,10,2015-12-18,/path/img953,27,30,12,69,Method C
464,D18-A,North Sea,2,2017-12-30,/path/img464,34,29,0,63,Method A
982,F3-1A,North Sea,9,2016-01-28,/path/img982,21,25,14,60,Method A
078,L10-L,North Sea,11,2020-11-25,/path/img078,58,21,26,100,Method B
230,K12-D,North Sea,3,2016-01-26,/path/img230,0,18,28,46,Method B
281,K12-K,North Sea,4,2019-09-07,/path/img281,27,0,13,40,Method A
798,K9-C,North Sea,20,2020-06-21,/path/img798,49,35,22,100,Method B
156,L10-F,North Sea,14,2020-09-05,/path/img156,33,11,28,72,Method B
035,K9-C,North Sea,7,2016-10-21,/path/img035,24,16,15,55,Method C
669,K12-BP,North Sea,10,2019-12-14,/path/img669,22,28,5,55,Method C
221,L10-M,North Sea,13,2015-10-27,/path/img221,55,6,27,88,Method C
937,L5-D,North Sea,1,2016-05-16,/path/img937,34,35,29,98,Method A
705,L5-A,North Sea,17,2018-11-25,/path/img705,41,35,4,80,Method A
776,L10-AD,North Sea,14,2018-05-02,/path/img776,56,40,19,100,Method C
876,L10-B,North Sea,15,2018-09-28,/path/img876,34,14,11,59,Method B
030,Q13-A,North Sea,17,2016-04-03,/path/img030,12,13,30,55,Method C
672,K9-B,North Sea,11,2019-07-04,/path/img672,44,25,11,80,Method A
091,L10-C,North Sea,18,2015-03-18,/path/img091,54,22,12,88,Method A
452,L10-D,North Sea,6,2016-09-03,/path/img452,16,0,1,17,Method B
848,L10-AD,North Sea,10,2019-10-03,/path/img848,51,38,21,100,Method C
943,L5-D,North Sea,8,2020-11-07,/path/img943,50,18,2,70,Method B
988,L10-E,North Sea,20,2019-06-26,/path/img988,57,28,2,87,Method B
224,K12-A,North Sea,5,2015-06-22,/path/img224,21,26,10,57,Method C
436,L10-AP,North Sea,11,2017-05-15,/path/img436,42,35,3,80,Method C
561,D15-A,North Sea,20,2020-02-21,/path/img561,32,24,0,56,Method B
186,L10-L,North Sea,14,2016-10-03,/path/img186,0,25,12,37,Method C
997,L10-F,North Sea,2,2020-08-21,/path/img997,12,13,27,52,Method A
971,L10-EE,North Sea,14,2020-03-19,/path/img971,6,22,24,52,Method B
614,F3-1A,North Sea,10,2019-03-06,/path/img614,4,11,24,39,Method A
726,L10-AR,North Sea,18,2020-11-14,/path/img726,31,8,16,55,Method B
670,K9-B,North Sea,13,2018-05-04,/path/img670,8,4,26,38,Method A
635,G16-B,North Sea,14,2015-02-01,/path/img635,10,37,9,56,Method C
321,L10-M,North Sea,3,2017-06-24,/path/img321,21,33,7,61,Method A
386,L10-AR,North Sea,17,2018-08-13,/path/img386,19,17,22,58,Method A
144,L5-A,North Sea,8,2015-05-10,/path/img144,3,0,5,8,Method A
948,G17-A,North Sea,11,2016-01-02,/path/img948,25,23,13,61,Method B
283,K12-G,North Sea,9,2015-08-21,/path/img283,33,1,24,58,Method B
343,L10-L,North Sea,7,2017-09-04,/path/img343,38,33,4,75,Method B
773,G14-B,North Sea,14,2018-10-31,/path/img773,27,10,2,39,Method A
862,E17-A,North Sea,7,2015-06-06,/path/img862,9,34,28,71,Method A
542,L10-BB,North Sea,8,2016-02-01,/path/img542,26,18,6,50,Method C
867,G16-B,North Sea,18,2018-09-24,/path/img867,42,14,8,64,Method A
346,K12-BP,North Sea,6,2016-07-24,/path/img346,26,4,28,58,Method A
240,G14-B,North Sea,14,2017-03-05,/path/img240,59,25,14,98,Method C
923,L10-L,North Sea,4,2018-02-20,/path/img923,7,20,7,34,Method C
290,K12-G,North Sea,13,2020-08-07,/path/img290,36,2,6,44,Method A
837,L10-E,North Sea,19,2017-12-07,/path/img837,53,32,10,95,Method C
460,K12-CC,North Sea,7,2020-09-14,/path/img460,23,10,1,34,Method B
455,L10-EE,North Sea,1,2018-03-13,/path/img455,8,28,0,36,Method A
981,L5-A,North Sea,1,2015-08-28,/path/img981,39,16,12,67,Method C
538,K12-CC,North Sea,7,2015-06-09,/path/img538,32,3,1,36,Method A
325,L10-AP,North Sea,10,2019-05-10,/path/img325,24,29,19,72,Method A
365,K12-G,North Sea,14,2015-10-22,/path/img365,1,34,11,46,Method A
366,L10-E,North Sea,9,2016-01-30,/path/img366,4,14,1,19,Method A
766,K9-A,North Sea,2,2016-03-14,/path/img766,38,40,3,81,Method A
040,K12-K,North Sea,13,2019-10-12,/path/img040,52,15,28,95,Method C
072,L10-EE,North Sea,6,2019-06-12,/path/img072,9,33,30,72,Method A
346,L10-M,North Sea,18,2020-07-08,/path/img346,3,31,0,34,Method B
779,G17-A,North Sea,8,2020-09-21,/path/img779,34,24,24,82,Method B
047,K12-K,North Sea,17,2016-08-20,/path/img047,29,37,18,84,Method A
931,L10-D,North Sea,19,2018-06-12,/path/img931,39,24,23,86,Method A
265,L5-A,North Sea,5,2017-12-19,/path/img265,57,32,10,99,Method B
900,F3-1A,North Sea,20,2017-05-09,/path/img900,5,12,3,20,Method B
648,L10-AC,North Sea,12,2020-04-20,/path/img648,14,21,9,44,Method B
343,D18-A,North Sea,13,2018-05-06,/path/img343,44,34,8,86,Method B
013,L10-F,North Sea,18,2019-12-18,/path/img013,3,37,28,68,Method A
110,L10-C,North Sea,12,2017-02-28,/path/img110,23,21,30,74,Method B
118,G17-AP,North Sea,20,2017-03-03,/path/img118,3,39,3,45,Method C
040,K2-A,North Sea,8,2018-08-26,/path/img040,21,37,25,83,Method C
530,L10-EE,North Sea,10,2016-06-24,/path/img530,5,38,24,67,Method C
453,G14-B,North Sea,9,2017-10-04,/path/img453,11,27,28,66,Method C
178,L5-A,North Sea,12,2017-11-17,/path/img178,6,13,20,39,Method B
162,K12-BD,North Sea,15,2019-10-18,/path/img162,31,40,26,97,Method A
485,G17-AP,North Sea,10,2017-04-12,/path/img485,32,30,1,63,Method C
861,L10-EE,North Sea,10,2017-02-08,/path/img861,19,32,17,68,Method A
833,K9-C,North Sea,17,2020-11-06,/path/img833,49,3,13,65,Method A
360,K12-BP,North Sea,12,2019-01-25,/path/img360,52,36,17,100,Method A
627,K12-G,North Sea,3,2018-08-29,/path/img627,23,2,11,36,Method B
401,E17-A,North Sea,10,2017-07-29,/path/img401,17,37,16,70,Method A
720,K2-A,North Sea,4,2016-11-21,/path/img720,50,28,3,81,Method A
965,D18-A,North Sea,12,2016-12-29,/path/img965,44,1,0,45,Method B
646,L10-B,North Sea,15,2015-03-25,/path/img646,24,23,3,50,Method A
278,G17-A,North Sea,17,2017-02-20,/path/img278,33,27,23,83,Method C
810,L10-BB,North Sea,7,2019-09-16,/path/img810,24,38,17,79,Method A
337,K12-D,North Sea,11,2017-10-11,/path/img337,12,1,20,33,Method A
200,G16-A,North Sea,10,2016-02-14,/path/img200,13,31,11,55,Method B
624,L10-G,North Sea,2,2016-01-16,/path/img624,18,36,2,56,Method A
807,K12-C,North Sea,7,2020-11-06,/path/img807,48,23,18,89,Method A
434,L10-F,North Sea,18,2018-09-04,/path/img434,9,24,9,42,Method B
497,L10-D,North Sea,14,2019-11-29,/path/img497,30,40,17,87,Method C
085,L10-D,North Sea,17,2018-03-10,/path/img085,52,15,6,73,Method B
386,L10-L,North Sea,19,2016-07-29,/path/img386,58,32,19,100,Method C
653,L10-B,North Sea,19,2016-06-18,/path/img653,25,22,24,71,Method B
179,K12-K,North Sea,11,2020-10-17,/path/img179,52,2,4,58,Method C
547,G16-B,North Sea,7,2015-03-18,/path/img547,10,18,29,57,Method A
857,L10-C,North Sea,18,2018-12-26,/path/img857,5,6,22,33,Method C
804,G17-AP,North Sea,1,2017-05-19,/path/img804,50,2,19,71,Method C
928,K12-K,North Sea,2,2015-09-23,/path/img928,30,1,19,50,Method B
140,L10-D,North Sea,13,2016-12-02,/path/img140,56,36,1,93,Method C
469,L10-C,North Sea,12,2015-01-26,/path/img469,57,0,1,58,Method A
525,K12-C,North Sea,16,2018-07-18,/path/img525,45,35,3,83,Method C
226,L10-AD,North Sea,9,2015-05-18,/path/img226,1,10,15,26,Method C
136,K12-C,North Sea,9,2019-02-17,/path/img136,2,18,27,47,Method B
802,G17-AP,North Sea,18,2016-06-29,/path/img802,32,29,14,75,Method C
170,K12-CC,North Sea,16,2020-06-06,/path/img170,30,1,7,38,Method A
239,L10-B,North Sea,16,2018-09-18,/path/img239,29,31,21,81,Method A
331,K9-C,North Sea,1,2019-02-18,/path/img331,12,23,26,61,Method C
455,K12-BD,North Sea,9,2019-03-05,/path/img455,26,9,3,38,Method B
346,K9-C,North Sea,8,2020-08-04,/path/img346,2,27,28,57,Method A
045,G14-A,North Sea,10,2017-10-11,/path/img045,48,18,0,66,Method C
447,K12-A,North Sea,2,2019-08-20,/path/img447,58,33,7,98,Method B
826,K12-C,North Sea,1,2017-02-08,/path/img826,45,1,8,54,Method C
712,L10-L,North Sea,2,2016-07-30,/path/img712,22,2,14,38,Method A
844,K2-A,North Sea,13,2018-03-11,/path/img844,41,22,13,76,Method C
317,L10-EE,North Sea,17,2016-11-29,/path/img317,31,33,20,84,Method C
383,G16-A,North Sea,17,2019-11-23,/path/img383,3,1,30,34,Method C
315,K12-BD,North Sea,11,2019-02-18,/path/img315,57,40,26,100,Method B
234,K12-K,North Sea,5,2016-07-11,/path/img234,42,2,27,71,Method A
995,G16-B,North Sea,5,2015-09-21,/path/img995,9,22,4,35,Method B
102,L5-A,North Sea,16,2016-12-05,/path/img102,31,14,30,75,Method A
289,L10-EE,North Sea,7,2015-03-19,/path/img289,8,8,26,42,Method A
373,L10-E,North Sea,14,2018-08-28,/path/img373,5,36,30,71,Method B
917,L10-AD,North Sea,5,2019-03-10,/path/img917,49,37,14,100,Method A
178,L10-G,North Sea,13,2019-03-10,/path/img178,39,23,13,75,Method C
608,L10-D,North Sea,14,2019-12-29,/path/img608,33,26,15,74,Method B
999,L10-B,North Sea,19,2018-09-01,/path/img999,1,20,22,43,Method A
049,K12-G,North Sea,7,2016-10-23,/path/img049,35,10,6,51,Method C
657,L10-AC,North Sea,20,2020-03-22,/path/img657,7,30,17,54,Method A
010,E17-A,North Sea,16,2020-08-26,/path/img010,50,33,4,87,Method B
123,K12-D,North Sea,9,2016-12-08,/path/img123,30,38,11,79,Method B
445,D15-A,North Sea,4,2020-03-20,/path/img445,20,15,29,64,Method B
542,K2-A,North Sea,18,2015-11-15,/path/img542,24,12,23,59,Method B
394,D15-A,North Sea,18,2020-06-17,/path/img394,32,33,12,77,Method B
805,L10-AR,North Sea,5,2015-02-20,/path/img805,28,32,16,76,Method C
655,L10-D,North Sea,18,2016-05-11,/path/img655,16,4,19,39,Method C
999,K12-BD,North Sea,16,2017-03-26,/path/img999,5,39,14,58,Method A
092,L10-E,North Sea,12,2015-03-20,/path/img092,53,4,1,58,Method A
690,K12-A,North Sea,10,2019-01-28,/path/img690,29,13,26,68,Method C
332,L10-AP,North Sea,1,2015-12-18,/path/img332,52,8,5,65,Method B
524,F3-1A,North Sea,3,2018-08-13,/path/img524,24,4,0,28,Method C
264,Q13-A,North Sea,6,2020-12-29,/path/img264,5,12,30,47,Method B
180,K12-K,North Sea,2,2017-11-27,/path/img180,12,26,4,42,Method B
351,L5-A,North Sea,4,2018-01-28,/path/img351,56,14,0,70,Method C
989,L10-AR,North Sea,19,2018-05-14,/path/img989,20,29,9,58,Method C
186,L10-AR,North Sea,5,2020-09-04,/path/img186,11,26,16,53,Method C
959,K12-G,North Sea,16,2015-04-04,/path/img959,14,20,6,40,Method C
236,Q13-A,North Sea,2,2016-11-15,/path/img236,59,7,16,82,Method C
478,L10-G,North Sea,15,2015-12-09,/path/img478,39,32,11,82,Method A
330,L10-M,North Sea,9,2020-01-05,/path/img330,50,29,23,100,Method C
501,Q13-A,North Sea,15,2016-01-24,/path/img501,14,38,19,71,Method C
681,L10-F,North Sea,12,2018-08-16,/path/img681,9,23,4,36,Method C
652,K9-A,North Sea,12,2019-08-22,/path/img652,8,24,3,35,Method C
339,K9-C,North Sea,19,2020-10-23,/path/img339,5,16,13,34,Method C
048,D15-A,North Sea,10,2019-11-29,/path/img048,54,1,21,76,Method A
859,K9-C,North Sea,7,2017-05-21,/path/img859,29,36,7,72,Method B
279,Q13-A,North Sea,11,2016-07-14,/path/img279,47,16,25,88,Method C
273,K12-K,North Sea,19,2017-03-30,/path/img273,49,27,13,89,Method A
642,K12-A,North Sea,18,2016-09-24,/path/img642,16,28,0,44,Method B
389,K12-CC,North Sea,17,2020-10-25,/path/img389,60,27,7,94,Method B
999,K9-C,North Sea,7,2016-04-04,/path/img999,50,21,28,99,Method C
647,K12-CC,North Sea,5,2015-09-10,/path/img647,46,36,30,100,Method B
051,L10-AD,North Sea,20,2019-05-30,/path/img051,13,4,26,43,Method A
328,K12-BP,North Sea,7,2016-02-08,/path/img328,2,36,10,48,Method C
237,L5-A,North Sea,8,2019-09-17,/path/img237,52,16,5,73,Method B
202,G16-A,North Sea,18,2018-05-01,/path/img202,24,24,16,64,Method C
648,G14-B,North Sea,8,2019-01-04,/path/img648,7,4,28,39,Method A
110,G16-A,North Sea,1,2020-12-09,/path/img110,10,26,22,58,Method B
874,K9-B,North Sea,19,2019-05-14,/path/img874,12,24,14,50,Method B
692,G17-A,North Sea,19,2019-09-17,/path/img692,0,40,4,44,Method B
288,G17-AP,North Sea,4,2017-03-15,/path/img288,52,39,18,100,Method A
683,L10-G,North Sea,19,2015-02-03,/path/img683,17,27,9,53,Method B
700,L10-F,North Sea,19,2018-11-28,/path/img700,46,10,24,80,Method B
165,L10-G,North Sea,17,2019-05-04,/path/img165,59,16,8,83,Method C
597,L10-B,North Sea,11,2016-08-17,/path/img597,49,40,10,99,Method B
391,G17-AP,North Sea,4,2015-07-26,/path/img391,59,8,22,89,Method B
166,G17-A,North Sea,9,2018-05-02,/path/img166,14,24,11,49,Method A
276,L10-EE,North Sea,4,2015-12-28,/path/img276,11,13,16,40,Method A
173,L5-D,North Sea,17,2018-09-17,/path/img173,2,10,21,33,Method B
457,K12-G,North Sea,14,2018-09-16,/path/img457,11,35,7,53,Method A
107,F3-1A,North Sea,18,2020-10-15,/path/img107,42,19,6,67,Method A
864,G16-B,North Sea,16,2016-01-29,/path/img864,29,37,11,77,Method C
923,Q13-A,North Sea,15,2016-07-29,/path/img923,45,15,13,73,Method C
966,K9-A,North Sea,17,2015-03-29,/path/img966,48,10,15,73,Method C
423,L10-AP,North Sea,13,2020-12-14,/path/img423,58,14,7,79,Method A
618,K9-A,North Sea,2,2015-04-23,/path/img618,24,37,17,78,Method A
879,K2-A,North Sea,7,2019-06-05,/path/img879,56,3,22,81,Method B
934,G14-A,North Sea,17,2017-02-17,/path/img934,59,22,9,90,Method C
199,D18-A,North Sea,15,2015-12-26,/path/img199,25,0,10,35,Method B
739,L10-E,North Sea,7,2018-05-24,/path/img739,50,13,26,89,Method B
705,D15-A,North Sea,8,2018-08-31,/path/img705,41,14,9,64,Method C
346,G17-AP,North Sea,6,2015-02-14,/path/img346,38,26,22,86,Method B
683,L10-AP,North Sea,14,2019-06-28,/path/img683,26,18,13,57,Method B
297,K12-G,North Sea,2,2015-08-10,/path/img297,9,22,23,54,Method A
058,K12-A,North Sea,3,2016-06-03,/path/img058,10,7,30,47,Method B
852,L10-D,North Sea,11,2020-06-03,/path/img852,26,7,20,53,Method B
718,G17-AP,North Sea,12,2016-11-01,/path/img718,13,40,10,63,Method C
805,K12-D,North Sea,6,2017-01-27,/path/img805,24,3,14,41,Method A
034,D18-A,North Sea,6,2015-02-24,/path/img034,53,30,8,91,Method A
262,L10-F,North Sea,17,2017-07-07,/path/img262,18,15,27,60,Method B
198,G16-A,North Sea,5,2017-09-05,/path/img198,33,8,12,53,Method A
365,Q13-A,North Sea,1,2017-09-07,/path/img365,56,35,20,100,Method A
067,D15-A,North Sea,9,2018-08-12,/path/img067,52,36,23,100,Method A
675,K12-CC,North Sea,20,2019-12-06,/path/img675,37,35,22,94,Method B
656,L10-C,North Sea,5,2019-08-06,/path/img656,24,31,24,79,Method A
076,L10-AC,North Sea,18,2020-03-22,/path/img076,23,35,8,66,Method C
409,K12-G,North Sea,13,2017-04-12,/path/img409,7,3,13,23,Method C
087,K2-A,North Sea,19,2018-09-12,/path/img087,35,7,24,66,Method B
401,Q13-A,North Sea,15,2018-10-23,/path/img401,37,8,15,60,Method C
950,L10-EE,North Sea,3,2018-06-16,/path/img950,26,24,7,57,Method B
753,L10-C,North Sea,13,2018-09-03,/path/img753,32,11,5,48,Method B
224,K12-C,North Sea,11,2019-11-16,/path/img224,36,35,11,82,Method A
