platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
L10-AC,2002,-32,-17,Row A,59,69,42,82,59,Mechanical cleaning methods
L10-BB,2003,-8,-26,Row C,35,1,8,174,81,High-pressure water jetting
L10-EE,2004,-11,-32,Conductors,12,142,79,112,75,Mechanical cleaning methods
E17-A,2002,-29,-41,Row B,79,216,38,143,79,Mechanical cleaning methods
L10-F,2005,3,-4,Row 1-2,12,194,88,108,6,Mechanical cleaning methods
K12-K,2006,-6,-12,Row 1,35,68,47,75,8,Mechanical cleaning methods
G14-B,1999,-34,-39,Row 3-1,35,243,81,119,89,Mechanical cleaning methods
L10-B,2008,3,-32,Rows and Elevations,25,22,92,163,82,High-pressure water jetting
K2-A,2008,-14,-8,Row 5,75,87,49,0,79,Mechanical cleaning methods
G14-A,2003,-41,4,Row 3-1,75,92,16,111,76,Mechanical cleaning methods
L10-M,2000,-42,-26,Caissons,76,133,64,83,76,Mechanical cleaning methods
G14-A,2014,-17,-12,Row C,11,32,54,34,72,Laser cleaning
K12-G,2013,-33,-29,Level 2 ,24,196,0,157,24,Mechanical cleaning methods
L10-F,2015,-41,-17,Row D,45,176,35,150,45,Mechanical cleaning methods
K12-BD,2005,-13,-4,Row C,98,25,76,95,9,Mechanical cleaning methods
G14-A,2012,-8,-34,Row 2,50,68,44,191,88,Mechanical cleaning methods
D15-A,2017,-31,4,Row 1,69,20,83,114,91,High-pressure water jetting
E17-A,2004,-13,-39,Row 3,94,154,91,14,90,Mechanical cleaning methods
K2-A,2009,-37,-37,Row 3,5,213,45,60,76,Mechanical cleaning methods
L5-A,2012,-15,-39,Level 3,14,15,95,146,90,High-pressure water jetting
L10-G,2007,-14,-17,Row 1-2,38,50,96,183,77,High-pressure water jetting
G17-A,2000,-18,-10,Level 3,83,199,91,57,91,Mechanical cleaning methods
D15-A,2008,-14,-9,Row 1-2,63,20,87,131,82,High-pressure water jetting
K12-CC,2008,-9,-29,Rows and Elevations,35,225,23,59,85,Mechanical cleaning methods
K2-A,2012,-29,4,Rows and Elevations,7,125,15,85,72,Mechanical cleaning methods
L10-E,2014,-12,-42,Level 1 ,27,4,88,115,88,High-pressure water jetting
K12-BP,2006,-18,-33,Risers,65,122,78,87,78,Mechanical cleaning methods
K9-C,2001,-34,-31,Level 1,14,17,88,90,88,High-pressure water jetting
K12-CC,2009,-30,-39,Level 3,23,83,81,186,81,Mechanical cleaning methods
G17-A,2009,-10,-37,Row C,8,23,91,171,70,High-pressure water jetting
G17-AP,1999,-24,-8,Rows and Elevations,36,218,68,95,73,Mechanical cleaning methods
K12-D,2015,-11,-26,Risers,20,16,97,45,71,High-pressure water jetting
L10-E,1999,-33,-26,Row D,29,206,83,62,83,Mechanical cleaning methods
K12-C,2011,-38,-7,Row 4,45,105,98,138,90,Mechanical cleaning methods
L10-BB,2012,-8,-42,Row 2,49,248,31,106,49,Mechanical cleaning methods
K12-K,2015,-4,-8,Caissons,6,3,48,86,7,High-pressure water jetting
L10-AC,2016,0,-12,Row D,12,219,93,98,7,Mechanical cleaning methods
K12-K,2011,-38,-12,Conductors,48,50,74,81,74,High-pressure water jetting
L10-AD,2008,-27,-31,Rows and Elevations,26,10,84,179,84,High-pressure water jetting
L10-M,2003,-39,-13,Level 2,0,12,61,106,61,High-pressure water jetting
K12-K,2015,-14,-11,Level 2 ,68,201,75,188,82,Mechanical cleaning methods
K9-B,2014,-40,-32,Row 1,77,38,78,82,80,High-pressure water jetting
K12-D,2007,-7,-14,Row C,74,8,39,30,76,Laser cleaning
K12-BP,2008,-27,0,Row 3,13,0,1,176,85,High-pressure water jetting
K12-G,2010,-12,-7,Row A,36,10,24,94,6,High-pressure water jetting
K2-A,2017,-27,0,Row 1,70,37,80,130,77,High-pressure water jetting
L10-D,2003,-14,-42,Row D,85,243,77,198,85,Mechanical cleaning methods
K12-K,2000,-16,0,Row 2,0,84,90,43,7,Mechanical cleaning methods
K12-CC,2014,-24,-10,Row 3-1,79,25,91,24,77,High-pressure water jetting
K12-CC,2012,-6,-4,Rows and Elevations,22,19,19,143,7,High-pressure water jetting
K12-K,2000,-16,-16,Row 5,26,159,77,157,76,Mechanical cleaning methods
L10-D,2006,-31,-38,Row 2-3,1,160,78,38,78,Mechanical cleaning methods
K12-A,2009,-33,-6,Row 2-3,24,148,35,136,82,Mechanical cleaning methods
G14-A,2010,3,4,Row 3,0,3,52,16,84,Ultrasonic cleaning
G16-A,2015,-18,-34,Level 1,12,130,78,177,78,Mechanical cleaning methods
K12-D,2017,-31,-33,Row 2-3,56,41,97,142,90,High-pressure water jetting
G14-B,2012,-18,-33,Risers,0,20,88,199,88,High-pressure water jetting
L10-E,2000,3,4,Row D,31,42,4,135,83,High-pressure water jetting
G17-A,2010,-30,-12,Row 3,36,237,82,53,76,Mechanical cleaning methods
K12-BP,2001,-37,-41,Risers,5,55,11,121,81,High-pressure water jetting
K12-BP,2005,-8,4,Row 3,5,208,72,55,6,Mechanical cleaning methods
G16-A,2013,-15,-15,Level 2 ,41,62,56,183,74,Mechanical cleaning methods
L10-E,2000,-37,-40,Level 1,16,176,77,15,86,Mechanical cleaning methods
K12-D,2001,-4,-33,Level 1,52,11,81,115,87,High-pressure water jetting
K9-A,2003,0,-41,Row 1-2,14,48,97,2,91,High-pressure water jetting
K12-C,2017,3,-37,Level 1 ,46,222,37,18,90,Mechanical cleaning methods
K12-K,2001,-40,-34,Caissons,45,3,93,81,86,High-pressure water jetting
K12-K,2013,-17,-27,Row 3-1,23,98,57,190,80,Mechanical cleaning methods
G17-A,2015,-9,-32,Row 5,34,169,16,96,72,Mechanical cleaning methods
K12-D,2009,-13,-15,Row 1-2,8,3,42,51,82,High-pressure water jetting
E17-A,2008,-7,-24,Level 2 ,17,82,51,187,83,Mechanical cleaning methods
L10-AC,2016,-7,-30,Row 3,24,49,70,126,78,High-pressure water jetting
L10-AP,2008,-10,-30,Row 4,38,34,30,120,83,High-pressure water jetting
L10-BB,2009,0,-41,Row 1,83,2,86,188,72,High-pressure water jetting
E17-A,2001,-29,-33,Row 5,7,160,97,152,90,Mechanical cleaning methods
D15-A,2002,-17,-9,Row D,11,104,76,144,85,Mechanical cleaning methods
L10-C,2013,-4,-40,Row 3,81,195,81,6,78,Mechanical cleaning methods
K9-B,2014,-10,-42,Row 5,34,31,53,194,53,High-pressure water jetting
G14-B,2004,-37,-9,Row 4,88,78,92,32,86,Mechanical cleaning methods
E17-A,1999,-12,-7,Conductors,97,158,18,199,8,Mechanical cleaning methods
L10-D,2001,-7,-16,Level 2 ,36,8,92,38,71,High-pressure water jetting
G14-A,2001,-33,-14,Row 3-1,16,22,50,57,74,High-pressure water jetting
L10-AD,1999,-4,-10,Row C,26,219,82,158,7,Mechanical cleaning methods
K12-G,2014,-18,-11,Row 3,31,244,92,147,88,Mechanical cleaning methods
L10-G,2012,-42,-42,Row C,2,216,4,86,4,Mechanical cleaning methods
D15-A,2014,-15,-24,Level 2,78,33,100,63,78,High-pressure water jetting
L10-M,2009,-15,-26,Row 1-2,16,79,40,134,74,Mechanical cleaning methods
G17-AP,2017,-41,-32,Level 3,36,204,93,131,74,Mechanical cleaning methods
L10-BB,2000,-31,-18,Row 3-1,18,198,61,173,61,Mechanical cleaning methods
K12-BP,2003,0,-26,Row 2,48,110,97,24,75,Mechanical cleaning methods
K9-B,2010,-14,-4,Level 1 ,12,4,18,70,9,High-pressure water jetting
L10-E,2003,-12,-38,Row D,15,125,94,63,90,Mechanical cleaning methods
L10-B,2011,-6,-39,Row 1,9,4,84,114,89,High-pressure water jetting
L10-EE,2012,-11,-7,Row E,63,17,79,137,5,High-pressure water jetting
G17-AP,2005,-29,-27,Level 3,40,1,91,49,90,High-pressure water jetting
G14-A,2008,-27,-15,Rows and Elevations,46,55,52,157,73,High-pressure water jetting
K2-A,2006,-39,-10,Conductors,32,143,97,44,90,Mechanical cleaning methods
G17-AP,2006,-30,-13,Level 3,5,176,83,175,72,Mechanical cleaning methods
K12-BP,2004,-12,-15,Level 2 ,66,67,36,184,74,Mechanical cleaning methods
K12-G,2010,-13,-31,Conductors,39,65,53,116,72,Mechanical cleaning methods
L10-C,2003,-7,-31,Level 3,37,5,50,112,72,High-pressure water jetting
L10-AD,2010,-4,-30,Row 2,87,233,96,168,72,Mechanical cleaning methods
K12-A,2014,-4,-29,Row 2-3,59,242,98,133,77,Mechanical cleaning methods
L10-F,2001,-4,-9,Risers,60,47,77,106,11,High-pressure water jetting
L10-BB,2007,-24,-29,Row 2-3,80,5,33,173,80,High-pressure water jetting
G14-B,2009,-18,-39,Row 5,20,158,87,152,87,Mechanical cleaning methods
L10-BB,2008,-12,-30,Level 1 ,0,4,52,102,81,High-pressure water jetting
L10-BB,2006,-16,-8,Row 5,83,21,96,83,90,High-pressure water jetting
G14-A,2005,0,-33,Row C,72,234,91,164,75,Mechanical cleaning methods
G14-B,2016,-39,-4,Level 1 ,91,20,48,16,77,Mechanical cleaning methods
K12-C,2011,-33,-14,Row 1-2,25,78,37,196,71,Mechanical cleaning methods
K9-C,2010,3,-27,Level 3,35,224,39,111,81,Mechanical cleaning methods
K12-D,2002,-40,-41,Row 3,49,75,51,43,51,Mechanical cleaning methods
L10-L,2003,-18,-18,Row D,76,242,57,120,77,Mechanical cleaning methods
D15-A,2008,-26,-6,Row 4,48,239,47,64,83,Mechanical cleaning methods
K12-A,2002,-40,-30,Row 3-1,19,236,77,183,77,Mechanical cleaning methods
G17-A,2012,-38,0,Risers,65,63,44,106,75,Mechanical cleaning methods
L10-M,2012,-6,-7,Level 1,98,19,37,91,5,Mechanical cleaning methods
L10-F,2003,-18,-18,Row 2-3,26,97,84,67,80,Mechanical cleaning methods
L10-F,2016,-16,-16,Level 1,0,178,80,8,86,Mechanical cleaning methods
K9-C,2010,-19,-31,Rows and Elevations,4,67,94,169,90,Mechanical cleaning methods
L10-C,2007,-26,-16,Row C,20,75,22,23,88,Mechanical cleaning methods
L10-AD,2012,-11,-33,Row 4,38,212,56,195,83,Mechanical cleaning methods
L10-D,2006,-10,-7,Level 3,40,201,84,97,6,Mechanical cleaning methods
K12-C,2012,-26,-17,Level 1 ,23,65,83,163,79,Mechanical cleaning methods
L10-AC,2007,-16,-10,Row B,78,10,1,155,78,High-pressure water jetting
E17-A,2012,-33,-42,Level 3,5,27,98,147,70,High-pressure water jetting
K12-K,2013,-10,-26,Row 1-2,32,171,92,104,70,Mechanical cleaning methods
K9-B,2012,-32,-27,Row D,40,77,95,34,90,Mechanical cleaning methods
G17-AP,2016,0,-34,Conductors,78,223,63,31,82,Mechanical cleaning methods
L10-AP,2010,-15,-8,Row 4,21,90,13,106,70,Mechanical cleaning methods
G14-B,2003,-31,-31,Row 5,9,115,38,5,38,Mechanical cleaning methods
L10-EE,1999,-10,-32,Rows and Elevations,42,214,96,25,70,Mechanical cleaning methods
L10-AD,2007,-18,-34,Level 3,29,46,99,148,90,High-pressure water jetting
L10-M,2002,0,-30,Risers,44,161,30,104,80,Mechanical cleaning methods
L10-AR,2007,-18,-9,Rows and Elevations,7,9,51,157,77,High-pressure water jetting
K12-BD,2013,-40,-11,Level 2 ,85,14,71,104,85,Mechanical cleaning methods
G14-A,2010,3,-8,Level 1,2,177,81,147,11,Mechanical cleaning methods
L10-AP,2006,-27,-17,Level 2 ,94,235,32,135,80,Mechanical cleaning methods
L10-EE,2001,-39,-18,Level 2,5,15,80,181,80,High-pressure water jetting
L10-M,2010,-16,-8,Row 1,25,247,5,129,82,Mechanical cleaning methods
L10-M,2005,-26,-26,Row 4,48,48,7,168,48,High-pressure water jetting
L10-G,2000,-32,-15,Row E,8,154,89,165,70,Mechanical cleaning methods
K9-B,2011,-15,4,Conductors,51,75,54,130,9,Mechanical cleaning methods
L10-BB,2009,-4,-15,Level 2,72,24,36,16,7,Laser cleaning
L10-F,2009,-33,-13,Row 1,29,42,93,29,89,High-pressure water jetting
L10-F,2014,3,-26,Level 3,0,27,2,169,91,High-pressure water jetting
E17-A,2014,-24,-31,Risers,20,199,71,123,71,Mechanical cleaning methods
L10-AD,2010,-26,-32,Row D,55,28,94,79,90,High-pressure water jetting
K12-G,2000,-31,-4,Level 2,12,11,9,147,89,High-pressure water jetting
L10-AR,2013,-8,-24,Level 2,99,157,96,5,71,Mechanical cleaning methods
L5-A,2001,-17,-18,Row E,19,173,92,134,74,Mechanical cleaning methods
K2-A,2003,-12,-29,Row 1,29,25,7,88,83,High-pressure water jetting
K9-A,2012,-17,-18,Level 2 ,29,47,75,14,89,High-pressure water jetting
K2-A,2004,-29,-30,Row 1,2,9,32,85,32,High-pressure water jetting
K12-BD,2014,-11,-37,Level 3,13,18,10,115,82,High-pressure water jetting
L10-D,2012,-18,-9,Rows and Elevations,86,133,78,155,75,Mechanical cleaning methods
E17-A,2013,-30,-42,Level 1 ,92,210,61,134,83,Mechanical cleaning methods
K2-A,2003,-15,-41,Row 3,28,14,84,180,84,High-pressure water jetting
G17-AP,2002,-8,-31,Row 2-3,2,91,39,98,78,Mechanical cleaning methods
G16-A,2000,-26,-37,Row 2-3,23,78,52,29,52,Mechanical cleaning methods
L10-AD,1999,-10,-6,Level 1,56,129,54,100,11,Mechanical cleaning methods
L5-A,2012,-17,-30,Row E,25,22,83,165,78,High-pressure water jetting
G14-A,2008,-10,-9,Row E,54,54,94,79,7,High-pressure water jetting
K12-BD,2008,-15,0,Row E,98,75,85,1,8,Mechanical cleaning methods
G14-B,2002,-37,-17,Level 3,74,19,93,181,90,High-pressure water jetting
K12-A,2011,-17,-9,Level 2,2,17,97,133,76,High-pressure water jetting
L10-AC,2009,-8,-7,Level 2 ,89,47,5,86,6,Mechanical cleaning methods
K9-A,2012,-19,-33,Row E,43,7,78,192,78,High-pressure water jetting
L10-G,2016,-33,-6,Row C,23,32,93,195,75,High-pressure water jetting
K12-BP,2013,-38,-8,Rows and Elevations,70,157,50,138,74,Mechanical cleaning methods
K12-BP,2010,-11,0,Row 2-3,45,17,34,57,7,High-pressure water jetting
K12-BP,2007,-41,-32,Row E,49,9,92,32,80,High-pressure water jetting
L10-AP,2013,-42,-4,Row 1,88,8,100,151,87,Mechanical cleaning methods
L10-M,2002,-29,-37,Level 1,12,192,58,149,58,Mechanical cleaning methods
L10-BB,2011,-32,-17,Row 2-3,54,21,97,119,90,High-pressure water jetting
G14-B,2007,-14,-30,Row 3,98,32,45,178,86,Mechanical cleaning methods
E17-A,2006,-24,-16,Row 1,24,61,58,91,91,Mechanical cleaning methods
K12-A,2015,-17,-8,Conductors,34,35,55,193,84,High-pressure water jetting
K12-BP,2010,-18,-18,Level 1,46,29,70,65,74,High-pressure water jetting
K12-D,1999,-27,4,Row 2,4,88,17,17,81,Mechanical cleaning methods
L10-B,2014,-30,-39,Level 1,36,174,92,103,90,Mechanical cleaning methods
K9-B,2013,-10,-34,Row 5,76,194,64,171,89,Mechanical cleaning methods
K12-CC,2009,-10,-8,Row E,46,2,58,170,6,High-pressure water jetting
L10-G,2002,-8,-9,Row 2,61,186,71,111,11,Mechanical cleaning methods
L10-EE,2012,-38,-42,Row 2-3,24,115,8,137,75,Mechanical cleaning methods
L10-D,2006,-41,-15,Row 2-3,61,19,77,177,77,High-pressure water jetting
L10-BB,2017,-9,-18,Level 1,0,111,88,38,84,Mechanical cleaning methods
K2-A,2015,-30,-14,Conductors,100,8,95,174,75,Mechanical cleaning methods
L10-E,2007,-29,4,Row D,22,248,79,79,80,Mechanical cleaning methods
G14-B,2009,-6,-27,Level 2,32,178,15,182,85,Mechanical cleaning methods
G16-A,2017,-29,0,Row B,41,41,36,196,79,High-pressure water jetting
K12-A,2004,-16,-6,Row 2-3,57,17,36,81,75,High-pressure water jetting
L10-G,2014,-15,-38,Row 2-3,0,3,71,192,71,High-pressure water jetting
G16-A,2002,-16,-12,Level 2 ,96,11,59,135,91,Mechanical cleaning methods
L10-AC,2016,-17,-27,Conductors,69,19,89,88,70,High-pressure water jetting
L10-AD,2010,-6,-6,Level 1,11,224,78,95,5,Mechanical cleaning methods
K2-A,2006,-38,-40,Row 1,70,5,86,122,75,High-pressure water jetting
K12-D,2016,-41,-31,Row E,6,180,100,194,85,Mechanical cleaning methods
L10-L,2003,-24,-30,Row E,17,17,98,121,90,High-pressure water jetting
L10-G,2007,-34,-14,Row A,4,114,98,104,72,Mechanical cleaning methods
K12-D,2015,-26,-9,Level 1,94,145,89,147,79,Mechanical cleaning methods
K12-A,2002,3,-14,Row E,80,49,19,88,7,High-pressure water jetting
K12-A,2000,-34,-40,Row A,4,103,16,151,87,Mechanical cleaning methods
E17-A,2017,-30,-41,Level 1,71,164,9,109,76,Mechanical cleaning methods
L10-F,2017,-41,-33,Row 1-2,40,44,37,182,73,High-pressure water jetting
K12-BP,2001,-6,-10,Row 3,20,232,77,22,5,Mechanical cleaning methods
K12-BP,2012,-37,-8,Row 1,98,46,75,184,91,Mechanical cleaning methods
K9-B,2005,-38,-30,Row D,85,65,26,137,85,Mechanical cleaning methods
L10-C,2009,-10,-18,Row 5,20,17,48,139,85,High-pressure water jetting
L10-D,2014,-18,4,Row 5,82,109,63,185,11,Mechanical cleaning methods
G17-AP,2013,-26,-18,Rows and Elevations,70,116,83,196,81,Mechanical cleaning methods
K12-D,2002,-9,-37,Row A,49,18,78,175,89,High-pressure water jetting
K9-C,2007,-16,-38,Row 1,11,119,72,105,72,Mechanical cleaning methods
L10-AR,2010,-42,-42,Level 1,47,19,53,9,22,Ultrasonic cleaning
L10-AD,2003,-38,-39,Row 5,21,55,57,179,86,High-pressure water jetting
L5-A,2006,-16,-10,Row 1-2,55,20,75,171,90,High-pressure water jetting
L10-AR,2017,-12,-40,Level 1,46,124,70,109,70,Mechanical cleaning methods
K12-A,2012,-10,-31,Conductors,15,0,63,64,70,High-pressure water jetting
L10-AP,1999,-41,-38,Caissons,66,86,30,16,76,Mechanical cleaning methods
L10-L,1999,-37,-14,Row C,80,17,28,116,80,High-pressure water jetting
K9-A,2011,-12,-30,Row 1,7,49,77,136,70,High-pressure water jetting
L10-C,2012,-13,-34,Risers,66,158,2,91,90,Mechanical cleaning methods
K12-G,2010,-32,-13,Row E,71,43,39,175,76,High-pressure water jetting
K12-C,2015,-14,-24,Rows and Elevations,46,150,5,34,91,Mechanical cleaning methods
L10-AR,1999,-9,-8,Row D,67,55,86,154,5,High-pressure water jetting
K9-B,2005,-39,-8,Row 2-3,7,103,87,197,70,Mechanical cleaning methods
G17-AP,2011,-10,-32,Row 3,76,119,85,32,80,Mechanical cleaning methods
E17-A,2000,-11,-18,Level 3,44,6,21,154,91,High-pressure water jetting
G14-B,2008,-34,-41,Row 2,89,14,42,136,83,Mechanical cleaning methods
K12-A,2011,-14,-13,Row D,97,187,94,98,87,Mechanical cleaning methods
L10-BB,2010,-19,-10,Row 2-3,31,96,2,77,80,Mechanical cleaning methods
G14-A,2005,-34,-18,Row 3,13,236,8,156,13,Mechanical cleaning methods
K12-BD,2015,-14,-19,Row C,19,168,87,133,77,Mechanical cleaning methods
L10-EE,2005,-33,-30,Caissons,73,6,96,162,90,High-pressure water jetting
L10-F,2003,-4,-12,Row 2-3,42,44,37,158,7,High-pressure water jetting
K12-K,2017,-18,-39,Row 5,11,28,89,71,89,High-pressure water jetting
L10-C,2008,-42,-33,Row 3,99,7,68,177,77,Mechanical cleaning methods
K9-B,2012,-24,-9,Conductors,18,143,96,176,85,Mechanical cleaning methods
K12-A,2001,-10,0,Row 4,10,30,52,89,8,High-pressure water jetting
D15-A,2000,-15,-11,Row 1,46,217,40,45,81,Mechanical cleaning methods
K9-B,2000,-42,-11,Row 2,83,56,42,186,83,High-pressure water jetting
L10-L,2005,-29,-9,Level 1,11,9,67,78,88,High-pressure water jetting
L10-D,2010,-33,-9,Row B,15,6,96,20,80,High-pressure water jetting
L10-D,2009,-31,-12,Level 1,47,43,98,76,87,High-pressure water jetting
L10-AD,2003,-18,-18,Row C,10,216,71,183,80,Mechanical cleaning methods
L10-AC,2001,-39,-41,Level 2 ,8,43,94,126,86,High-pressure water jetting
K12-K,2000,-39,-9,Level 2 ,9,195,84,51,90,Mechanical cleaning methods
G17-AP,2016,-14,-4,Row 4,43,2,40,125,7,High-pressure water jetting
K12-K,2011,-14,4,Rows and Elevations,86,10,31,199,7,Mechanical cleaning methods
K12-BP,1999,-8,-8,Row 4,67,34,8,107,5,High-pressure water jetting
L10-AD,2009,-26,-26,Conductors,49,15,76,92,76,High-pressure water jetting
L5-A,2012,-7,-18,Row E,35,171,25,19,91,Mechanical cleaning methods
L10-AR,2005,-33,-15,Row 1-2,58,102,47,111,82,Mechanical cleaning methods
L10-C,2006,-10,-16,Level 1 ,20,45,70,79,78,High-pressure water jetting
L10-G,2005,-6,-26,Row D,90,29,16,54,85,Mechanical cleaning methods
L10-AR,2014,-30,-26,Row D,17,175,10,165,17,Mechanical cleaning methods
L10-AR,2011,-10,-4,Level 1,73,99,77,149,11,Mechanical cleaning methods
K12-K,2016,-26,-38,Level 1 ,13,0,98,37,90,High-pressure water jetting
L10-AC,2002,-15,-6,Row 3-1,0,218,55,24,90,Mechanical cleaning methods
L10-AC,2014,-10,-24,Row D,20,45,85,185,86,High-pressure water jetting
K12-C,2011,-37,-19,Risers,14,112,18,60,18,Mechanical cleaning methods
L10-AC,2000,-12,-30,Row D,26,57,97,95,74,High-pressure water jetting
L5-A,2012,-8,-15,Level 2,28,3,25,135,70,High-pressure water jetting
K12-D,2017,-14,-13,Level 3,89,17,85,115,86,Mechanical cleaning methods
L10-AD,2016,-7,-38,Level 3,49,2,58,102,87,High-pressure water jetting
L10-BB,2003,-42,-33,Row B,18,18,25,30,89,Ultrasonic cleaning
G17-AP,2011,-24,-38,Row 1,62,20,91,41,90,High-pressure water jetting
L10-D,2017,-27,4,Row D,84,143,67,152,86,Mechanical cleaning methods
K12-BP,2000,-12,-38,Row B,18,18,75,27,75,High-pressure water jetting
L10-AC,2002,-31,-29,Row 1-2,48,117,84,114,84,Mechanical cleaning methods
L10-AR,2006,-26,0,Row 1-2,8,14,39,122,73,High-pressure water jetting
L10-L,2005,-7,-13,Row B,33,129,69,148,10,Mechanical cleaning methods
L10-M,2017,-11,-31,Rows and Elevations,66,184,22,108,81,Mechanical cleaning methods
D15-A,2010,-34,-11,Row 2-3,41,87,30,68,84,Mechanical cleaning methods
G17-A,2006,-7,0,Level 1,22,50,1,197,5,High-pressure water jetting
K2-A,2006,-33,-32,Row 2-3,90,27,23,167,90,Mechanical cleaning methods
G14-A,2011,-24,-10,Row E,100,232,5,139,79,Mechanical cleaning methods
L10-G,2002,-34,-19,Level 2,43,15,11,198,43,High-pressure water jetting
L10-AD,2005,-11,4,Conductors,55,107,65,81,5,Mechanical cleaning methods
L10-G,2010,-38,-26,Caissons,32,241,87,16,87,Mechanical cleaning methods
E17-A,2016,-13,-34,Rows and Elevations,91,198,8,107,91,Mechanical cleaning methods
K12-BP,2009,-42,-10,Rows and Elevations,1,170,22,197,22,Mechanical cleaning methods
L10-BB,2013,-34,0,Row 3,62,142,98,20,86,Mechanical cleaning methods
D15-A,2004,-19,-11,Row 3,74,47,15,93,87,High-pressure water jetting
L10-BB,2012,-15,-40,Level 2 ,48,34,1,46,48,Laser cleaning
L10-AC,1999,-6,-8,Row E,52,29,63,155,11,High-pressure water jetting
L5-A,2004,-32,-7,Level 2 ,72,232,48,191,85,Mechanical cleaning methods
L10-G,2015,-8,-39,Level 1,37,128,100,90,73,Mechanical cleaning methods
D15-A,2000,-11,-32,Risers,78,152,1,125,70,Mechanical cleaning methods
L10-L,2000,-26,-7,Row 4,60,114,83,18,86,Mechanical cleaning methods
K12-CC,2013,-41,-17,Row 2-3,25,22,80,148,80,High-pressure water jetting
L10-BB,2009,-12,-24,Row 1,41,233,90,166,86,Mechanical cleaning methods
K9-C,2005,-9,-7,Risers,56,110,97,128,9,Mechanical cleaning methods
L10-AD,2009,-39,-15,Row 2-3,67,122,45,38,67,Mechanical cleaning methods
K2-A,2005,-11,-41,Risers,46,21,10,97,46,High-pressure water jetting
L5-A,2005,-7,-27,Conductors,90,115,1,90,80,Mechanical cleaning methods
K9-A,2010,0,-27,Row 1-2,97,179,21,1,81,Mechanical cleaning methods
K2-A,2017,-30,-9,Row 1,60,75,96,154,85,Mechanical cleaning methods
K12-CC,2007,-11,-16,Row 3-1,81,7,10,86,77,High-pressure water jetting
L10-BB,2000,-10,-34,Level 2 ,30,36,29,43,79,Laser cleaning
L10-C,2017,-42,-40,Row 2-3,21,17,90,163,27,High-pressure water jetting
K9-A,2003,-30,-24,Row 3-1,11,10,33,136,33,High-pressure water jetting
L10-G,2015,-31,-10,Row 5,13,244,93,170,76,Mechanical cleaning methods
L10-AR,2007,-9,-10,Level 2 ,74,137,85,188,8,Mechanical cleaning methods
G17-AP,2005,-11,-19,Row A,91,21,22,181,75,Mechanical cleaning methods
K12-K,2003,3,4,Row 4,60,9,33,89,89,High-pressure water jetting
K12-G,2007,-33,-6,Conductors,3,5,78,147,82,High-pressure water jetting
G14-A,2011,-13,-10,Row 3-1,1,6,59,180,78,High-pressure water jetting
K12-BD,1999,-41,-19,Row E,17,24,89,100,89,High-pressure water jetting
L10-AD,2014,-6,-19,Row 4,40,68,92,177,77,Mechanical cleaning methods
L10-EE,2016,-7,-30,Conductors,74,38,75,79,81,High-pressure water jetting
D15-A,2013,-17,-42,Rows and Elevations,4,124,98,196,90,Mechanical cleaning methods
K12-BP,2017,-39,-6,Row A,73,90,91,33,89,Mechanical cleaning methods
L10-L,2013,-17,-13,Row 2-3,20,46,51,5,88,Laser cleaning
L10-D,2001,-17,-13,Conductors,45,22,84,180,75,High-pressure water jetting
L10-G,2002,-4,-39,Level 1 ,3,31,87,56,84,High-pressure water jetting
K12-C,2007,-12,-10,Row 1-2,26,11,46,174,82,High-pressure water jetting
G14-B,2014,-37,-8,Row 3,32,19,32,53,82,High-pressure water jetting
L10-B,2016,-42,4,Rows and Elevations,37,23,57,166,81,High-pressure water jetting
G14-A,2010,-16,-31,Level 2,22,31,55,176,90,High-pressure water jetting
L10-M,2004,-24,-9,Row 4,26,24,51,99,77,High-pressure water jetting
K12-D,2005,-17,-37,Rows and Elevations,10,150,31,148,31,Mechanical cleaning methods
L10-F,2017,-15,-4,Row 3-1,88,189,14,77,11,Mechanical cleaning methods
L10-BB,2000,-24,-11,Row D,94,39,80,16,79,Mechanical cleaning methods
L10-E,2005,-8,-27,Row A,93,18,75,188,71,Mechanical cleaning methods
G16-A,2000,-9,-16,Level 1 ,98,13,98,153,72,Mechanical cleaning methods
L10-E,2016,0,-12,Row 1-2,91,19,95,198,10,Mechanical cleaning methods
L10-D,2013,-32,-7,Row 2-3,98,193,50,55,79,Mechanical cleaning methods
E17-A,2009,-9,-37,Row 5,30,143,100,75,78,Mechanical cleaning methods
L10-AR,2000,-38,-19,Level 2,39,4,47,24,47,Ultrasonic cleaning
G17-AP,2002,0,-18,Row 2-3,66,48,23,153,8,High-pressure water jetting
L10-B,2003,-11,-34,Risers,34,103,6,50,82,Mechanical cleaning methods
L10-F,2013,-15,-16,Level 1 ,14,91,79,101,79,Mechanical cleaning methods
K12-BD,1999,-14,-6,Row 1,84,70,32,177,9,Mechanical cleaning methods
K12-D,2007,-41,-6,Row C,16,168,33,54,82,Mechanical cleaning methods
L10-EE,2013,-34,-30,Row 1,27,225,9,96,27,Mechanical cleaning methods
K12-CC,2015,-9,-34,Row D,79,190,9,110,90,Mechanical cleaning methods
K12-BD,1999,-12,-41,Row 1,18,39,76,118,76,High-pressure water jetting
G14-B,2011,-39,-37,Row C,92,161,28,72,71,Mechanical cleaning methods
L10-AC,2003,-29,-6,Row 3,76,204,90,138,91,Mechanical cleaning methods
