platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
K12-K,2010,-8,-40,Row 4,24,18,6,175,83,High-pressure water jetting
L10-EE,2009,-9,-32,Risers,43,138,34,156,70,Mechanical cleaning methods
L10-G,2017,-9,-11,Row 1-2,85,212,14,200,9,Mechanical cleaning methods
L10-E,2002,-18,-27,Row 1,87,76,1,117,76,Mechanical cleaning methods
K12-CC,2005,-24,-10,Level 2,87,39,10,116,73,Mechanical cleaning methods
G17-A,2003,-10,-4,Row 3,23,82,21,157,11,Mechanical cleaning methods
K2-A,2008,-9,-11,Row B,66,87,19,153,9,Mechanical cleaning methods
L10-C,2016,-11,-41,Row 2-3,46,154,36,195,46,Mechanical cleaning methods
K12-BP,2012,-41,-18,Caissons,51,102,43,136,51,Mechanical cleaning methods
L10-E,2007,-9,-30,Row 5,46,56,49,43,77,Mechanical cleaning methods
K12-CC,2010,-12,-9,Row C,79,60,6,2,84,Mechanical cleaning methods
L10-M,2008,-38,4,Row 5,62,59,25,157,87,Mechanical cleaning methods
L10-C,2013,-17,4,Level 3,30,111,2,123,10,Mechanical cleaning methods
K12-G,2006,-14,-40,Row E,67,116,19,87,67,Mechanical cleaning methods
G14-A,1999,-18,-30,Level 2,21,228,53,40,81,Mechanical cleaning methods
K9-B,2016,-9,-31,Conductors,69,144,19,199,84,Mechanical cleaning methods
G14-B,2007,-37,-10,Row 1-2,26,213,67,8,82,Mechanical cleaning methods
K12-G,2003,-32,-14,Row C,64,30,14,189,86,High-pressure water jetting
L10-L,2004,-31,-32,Level 2,46,140,15,15,46,Mechanical cleaning methods
K12-BD,2002,-18,-27,Row E,38,247,37,195,91,Mechanical cleaning methods
D15-A,2011,-41,-37,Row A,76,85,4,132,91,Mechanical cleaning methods
L10-F,2001,-34,-24,Level 2,38,41,10,160,38,High-pressure water jetting
K9-A,2006,-24,-34,Row B,80,158,14,57,80,Mechanical cleaning methods
K12-BP,2011,-24,-40,Level 1 ,32,33,40,127,40,High-pressure water jetting
K2-A,2005,-9,-40,Row B,51,50,12,67,51,Mechanical cleaning methods
L10-BB,2010,-18,-19,Row 5,21,240,67,34,83,Mechanical cleaning methods
K9-A,2015,-26,-13,Level 2 ,24,86,46,99,80,Mechanical cleaning methods
L5-A,2005,-27,-13,Row C,56,113,42,161,73,Mechanical cleaning methods
L10-AP,2014,-31,-14,Row 1,99,241,1,159,79,Mechanical cleaning methods
L10-AD,2007,-40,-37,Row D,47,80,8,50,86,Mechanical cleaning methods
G14-A,2012,-13,-39,Row 3-1,74,71,19,48,74,Mechanical cleaning methods
K12-CC,2017,-38,-11,Row 5,14,154,15,102,15,Mechanical cleaning methods
K12-BD,2006,-16,-7,Level 3,89,164,0,20,74,Mechanical cleaning methods
K12-D,2016,-17,-37,Row B,14,236,61,158,61,Mechanical cleaning methods
G16-A,2004,-6,-14,Rows and Elevations,69,142,24,167,9,Mechanical cleaning methods
L10-AD,2014,-19,-39,Level 1 ,46,11,30,135,46,High-pressure water jetting
L10-EE,2005,-11,-9,Row 3-1,35,87,29,25,11,Mechanical cleaning methods
L10-D,2006,-41,-33,Level 3,87,39,7,33,71,Mechanical cleaning methods
E17-A,2008,-37,-9,Level 1 ,1,235,65,177,84,Mechanical cleaning methods
L10-F,2015,-37,-42,Row 3-1,61,81,12,54,82,Mechanical cleaning methods
K12-BP,2000,-26,-7,Row 3-1,84,183,8,168,79,Mechanical cleaning methods
L10-L,2007,3,-32,Risers,33,150,0,175,87,Mechanical cleaning methods
L10-AR,2007,-13,-24,Rows and Elevations,21,88,66,22,90,Mechanical cleaning methods
L10-BB,2000,-26,-7,Risers,75,204,4,72,90,Mechanical cleaning methods
K9-A,2004,-12,-7,Row 4,56,18,34,82,5,High-pressure water jetting
L10-F,2011,-39,4,Caissons,40,32,25,186,81,High-pressure water jetting
G17-AP,2015,3,-37,Level 3,74,168,22,44,89,Mechanical cleaning methods
K12-BP,2006,-14,-37,Row 3,5,105,58,0,58,Mechanical cleaning methods
L10-G,2003,-19,4,Caissons,40,190,18,117,8,Mechanical cleaning methods
L10-G,2005,-6,-17,Row 2,21,152,0,41,74,Mechanical cleaning methods
L10-F,2001,3,-26,Row 3,51,213,49,173,79,Mechanical cleaning methods
L10-C,2015,-14,-41,Row 3,7,164,67,119,67,Mechanical cleaning methods
L10-AP,2013,-39,-14,Row E,57,33,32,29,57,Laser cleaning
L5-A,2001,-41,-16,Level 1,14,22,75,62,75,High-pressure water jetting
K9-A,2011,-19,-14,Row B,8,228,1,32,82,Mechanical cleaning methods
G14-B,2000,-11,-39,Row 4,54,214,26,22,54,Mechanical cleaning methods
K9-C,2010,-26,-10,Row B,23,179,12,127,80,Mechanical cleaning methods
L10-L,2014,-6,-41,Row 1,91,92,9,34,91,Mechanical cleaning methods
G16-A,2006,-18,-42,Row 2,69,88,29,28,69,Mechanical cleaning methods
L10-M,2015,-13,-27,Row 1-2,90,193,3,123,90,Mechanical cleaning methods
L10-AP,2008,-42,-17,Row 2-3,55,234,35,132,55,Mechanical cleaning methods
G17-AP,2013,3,-33,Row 5,29,182,13,0,73,Mechanical cleaning methods
K12-C,2003,-32,-6,Level 2,88,172,10,67,90,Mechanical cleaning methods
G14-B,1999,-8,-31,Row 4,55,49,34,63,71,High-pressure water jetting
L10-C,1999,-33,-33,Conductors,75,160,20,175,75,Mechanical cleaning methods
L10-AC,2012,-11,-24,Row 2-3,93,249,5,74,90,Mechanical cleaning methods
K9-C,2000,-33,-11,Row 4,100,13,0,97,91,Mechanical cleaning methods
D15-A,2015,-12,-7,Row 3-1,12,105,61,152,9,Mechanical cleaning methods
L10-G,1999,-8,-37,Row 2,83,98,4,122,73,Mechanical cleaning methods
K9-C,2016,0,-26,Row 1,0,33,44,120,73,High-pressure water jetting
K12-G,2008,-16,-26,Row A,86,76,1,17,80,Mechanical cleaning methods
L10-L,2011,-27,-13,Row A,76,37,16,184,84,Mechanical cleaning methods
K12-K,2009,-10,-11,Row D,53,220,42,113,86,Mechanical cleaning methods
L10-AR,2016,-34,-19,Row C,29,219,40,65,40,Mechanical cleaning methods
K12-G,2002,-19,-24,Row 5,52,52,25,82,88,Mechanical cleaning methods
E17-A,2002,-41,-9,Row B,25,203,54,109,54,Mechanical cleaning methods
L10-AP,2016,-33,-8,Row 2,30,121,61,180,75,Mechanical cleaning methods
D15-A,2012,-26,-6,Rows and Elevations,5,158,20,27,83,Mechanical cleaning methods
L10-AD,2003,0,-33,Row 4,83,50,14,172,70,Mechanical cleaning methods
L10-BB,2006,-18,0,Caissons,74,68,12,92,6,Mechanical cleaning methods
G14-A,2001,-39,-33,Row D,90,15,6,144,80,Mechanical cleaning methods
E17-A,2000,-38,-29,Row D,64,130,8,112,64,Mechanical cleaning methods
L10-AC,2007,-15,-18,Row C,64,82,17,178,73,Mechanical cleaning methods
K2-A,2004,-9,-9,Row C,55,98,42,17,10,Mechanical cleaning methods
L10-BB,2015,-42,-37,Row 1,38,218,35,170,75,Mechanical cleaning methods
K12-A,2004,-10,-30,Conductors,8,130,40,44,85,Mechanical cleaning methods
L10-D,1999,-29,-26,Row C,27,185,63,198,63,Mechanical cleaning methods
L10-G,2009,-10,-29,Row 3-1,55,79,34,82,76,Mechanical cleaning methods
L10-AR,2013,-9,-33,Row 3-1,76,85,22,186,85,Mechanical cleaning methods
L10-B,2007,-26,-33,Rows and Elevations,89,154,6,123,89,Mechanical cleaning methods
E17-A,2007,-13,-29,Level 2,61,101,26,130,87,Mechanical cleaning methods
K12-CC,2006,-14,-4,Row D,54,107,4,52,6,Mechanical cleaning methods
L10-BB,2001,-40,-38,Row D,44,50,34,99,85,Mechanical cleaning methods
K9-B,2010,-41,-38,Rows and Elevations,60,46,26,129,86,High-pressure water jetting
K9-B,1999,-33,-39,Level 2,67,47,28,79,73,High-pressure water jetting
L10-B,2016,-9,4,Level 3,12,147,5,73,9,Mechanical cleaning methods
K12-BD,2006,-9,-19,Rows and Elevations,2,247,87,160,91,Mechanical cleaning methods
K12-K,2006,-4,-16,Level 1 ,71,50,15,59,11,Mechanical cleaning methods
K12-K,2006,-34,-7,Row A,83,166,3,144,84,Mechanical cleaning methods
L10-M,2006,-16,-27,Level 2,29,151,66,1,88,Mechanical cleaning methods
K12-CC,2011,3,-15,Row A,26,96,45,86,7,Mechanical cleaning methods
L10-AR,2003,-32,0,Level 1 ,42,152,46,161,78,Mechanical cleaning methods
D15-A,2014,0,-30,Row E,53,115,2,196,90,Mechanical cleaning methods
L10-AR,2002,-10,-39,Row 1-2,14,246,52,38,52,Mechanical cleaning methods
K9-C,2000,0,-30,Row 3,34,185,64,69,87,Mechanical cleaning methods
L10-E,2017,-18,-33,Risers,66,9,10,67,66,High-pressure water jetting
K12-D,2011,-8,-31,Row 3-1,0,119,73,46,91,Mechanical cleaning methods
K9-B,2012,-13,-4,Row C,30,13,22,132,9,High-pressure water jetting
G14-B,2006,-29,-6,Risers,15,74,40,134,72,Mechanical cleaning methods
L10-AP,2015,-9,-4,Level 1,56,75,44,88,5,Mechanical cleaning methods
K12-BP,2004,-11,-42,Row 4,27,65,25,16,27,Mechanical cleaning methods
E17-A,2000,-27,-14,Risers,78,217,3,89,87,Mechanical cleaning methods
L10-C,1999,-13,-7,Row 1,100,122,0,181,11,Mechanical cleaning methods
G16-A,2014,-24,-33,Level 3,43,117,41,27,43,Mechanical cleaning methods
L10-L,2008,-27,-26,Level 2,73,202,7,151,73,Mechanical cleaning methods
L10-BB,2009,-30,-14,Rows and Elevations,99,78,1,123,75,Mechanical cleaning methods
G16-A,2016,-33,-39,Row 2-3,48,152,28,173,91,Mechanical cleaning methods
L10-BB,2001,-42,-39,Caissons,25,242,39,133,39,Mechanical cleaning methods
L10-B,1999,-42,-42,Row E,23,25,46,85,46,High-pressure water jetting
L10-AC,2009,-33,4,Row C,99,205,0,54,91,Mechanical cleaning methods
K12-C,2013,-19,0,Row 2,100,206,0,197,8,Mechanical cleaning methods
G17-A,2010,-31,-40,Row B,29,77,2,193,75,Mechanical cleaning methods
K9-A,2016,-8,-33,Rows and Elevations,55,81,12,20,81,Mechanical cleaning methods
L10-L,2010,-27,-38,Row 3,82,139,15,168,82,Mechanical cleaning methods
L10-L,2002,-18,-17,Rows and Elevations,80,78,18,143,90,Mechanical cleaning methods
L10-C,2002,-17,-27,Conductors,0,239,23,58,80,Mechanical cleaning methods
L10-AD,1999,-38,-14,Row 1,4,214,79,162,79,Mechanical cleaning methods
K12-G,2009,-18,-34,Row E,2,114,89,1,89,Mechanical cleaning methods
K12-A,2003,-31,-12,Row 2-3,37,175,56,143,84,Mechanical cleaning methods
K12-D,2011,-31,-32,Row 2,46,117,18,97,46,Mechanical cleaning methods
L5-A,2005,-19,-32,Row 4,11,157,28,23,28,Mechanical cleaning methods
L10-AP,2016,-6,-38,Row C,63,168,31,113,77,Mechanical cleaning methods
L10-AR,2015,-6,-4,Row 4,59,67,13,19,8,Mechanical cleaning methods
K12-A,2009,-15,-41,Level 2 ,40,142,37,73,40,Mechanical cleaning methods
L10-D,2015,-13,-13,Level 1,40,156,29,181,90,Mechanical cleaning methods
L10-AD,2002,-6,-9,Row 2,95,212,1,55,7,Mechanical cleaning methods
L10-F,2006,-33,-42,Level 2 ,53,127,35,79,83,Mechanical cleaning methods
K2-A,2007,-30,-9,Row C,30,233,15,97,84,Mechanical cleaning methods
D15-A,2015,-32,-16,Row 3,44,70,7,161,91,Mechanical cleaning methods
L10-BB,2017,0,-32,Row 3-1,68,191,26,179,74,Mechanical cleaning methods
G17-AP,2001,3,-6,Level 2 ,46,99,43,180,6,Mechanical cleaning methods
K2-A,2011,-38,-16,Row 4,64,59,13,194,64,Mechanical cleaning methods
G16-A,1999,-14,-26,Risers,53,66,45,81,86,Mechanical cleaning methods
D15-A,2012,-38,-31,Level 2 ,64,236,15,145,64,Mechanical cleaning methods
K2-A,2010,-8,-8,Row 2-3,76,89,24,157,8,Mechanical cleaning methods
G14-A,2003,-39,-40,Level 2 ,4,20,23,19,91,Ultrasonic cleaning
L10-AC,2009,-37,-18,Level 3,67,78,18,15,67,Mechanical cleaning methods
K9-B,2012,-15,-39,Row 3-1,15,159,8,21,15,Mechanical cleaning methods
K12-G,2007,-42,-27,Level 2 ,27,238,17,121,27,Mechanical cleaning methods
K2-A,2013,-6,-27,Row A,33,224,67,9,73,Mechanical cleaning methods
K12-CC,2013,-18,-17,Row 2-3,99,29,1,98,72,Mechanical cleaning methods
G16-A,2005,-10,-7,Row 2-3,92,90,7,73,7,Mechanical cleaning methods
L10-C,2003,-32,-38,Row B,17,107,26,179,26,Mechanical cleaning methods
G14-A,2012,-7,-37,Row C,32,151,67,63,73,Mechanical cleaning methods
K12-CC,2000,-4,-38,Level 2 ,1,65,9,24,79,Mechanical cleaning methods
K12-BP,2007,-34,-6,Level 1 ,52,222,9,145,76,Mechanical cleaning methods
G14-B,2007,-4,-41,Conductors,29,108,49,28,90,Mechanical cleaning methods
K12-D,2000,-24,4,Row 1,26,14,8,66,10,High-pressure water jetting
L10-E,2004,-4,-40,Row 5,84,214,11,108,85,Mechanical cleaning methods
L10-EE,2002,-19,-18,Row 1-2,61,148,16,145,80,Mechanical cleaning methods
K12-D,2008,-29,-27,Row C,30,48,52,88,52,High-pressure water jetting
K9-A,2015,-17,-32,Row 3,28,60,70,50,70,Mechanical cleaning methods
L10-F,2000,-17,-8,Row 1,86,32,6,138,87,Mechanical cleaning methods
E17-A,2004,-32,-27,Row A,21,238,74,142,74,Mechanical cleaning methods
K9-C,2010,-24,-31,Caissons,80,148,13,28,80,Mechanical cleaning methods
K12-CC,2006,-9,0,Row 1-2,43,189,53,136,11,Mechanical cleaning methods
K9-A,2017,-26,-16,Row 3-1,72,13,15,68,87,High-pressure water jetting
K12-A,2000,-38,-40,Level 1,96,1,4,33,77,Mechanical cleaning methods
L10-AC,2000,-24,-30,Level 2 ,30,44,30,191,30,High-pressure water jetting
K12-BD,2003,-11,4,Row 5,17,171,35,2,10,Mechanical cleaning methods
K9-C,2007,-38,-18,Conductors,100,200,0,200,90,Mechanical cleaning methods
L10-E,2003,-40,-39,Row 2-3,53,25,4,10,84,Laser cleaning
L10-AC,2017,-8,-29,Rows and Elevations,15,218,19,141,75,Mechanical cleaning methods
K2-A,2013,-11,-31,Level 2,87,13,3,70,82,Mechanical cleaning methods
L10-E,2002,-24,-31,Conductors,50,73,38,148,50,Mechanical cleaning methods
L10-BB,2012,-16,-29,Row E,47,143,20,190,81,Mechanical cleaning methods
L10-B,2014,-33,-30,Level 1,19,127,48,136,48,Mechanical cleaning methods
G16-A,2004,-6,-32,Row 3-1,82,248,14,104,70,Mechanical cleaning methods
L5-A,2006,0,0,Row C,64,9,26,65,9,High-pressure water jetting
L10-BB,2011,-42,-34,Level 1,78,14,2,190,89,Mechanical cleaning methods
G14-B,2013,-33,-31,Level 1,35,151,21,26,35,Mechanical cleaning methods
L10-AR,2007,-26,-27,Level 3,52,127,3,189,52,Mechanical cleaning methods
K12-CC,2004,-29,-33,Row C,0,234,37,189,37,Mechanical cleaning methods
G17-A,2006,-40,-40,Level 1 ,68,110,12,147,81,Mechanical cleaning methods
L10-D,2010,-38,-4,Row C,33,65,45,2,75,Mechanical cleaning methods
K9-B,2014,-11,-12,Row B,50,27,5,99,89,High-pressure water jetting
L5-A,2011,-41,-26,Caissons,82,242,17,84,82,Mechanical cleaning methods
K12-BD,2003,-41,-15,Level 3,66,228,32,94,66,Mechanical cleaning methods
L10-M,2002,-19,-39,Level 2,80,92,19,125,80,Mechanical cleaning methods
K12-CC,2013,-15,-7,Row 3-1,9,143,23,129,70,Mechanical cleaning methods
L10-G,2011,-39,-32,Level 1,47,203,6,114,71,Mechanical cleaning methods
D15-A,2014,-29,-6,Level 1 ,27,171,15,101,72,Mechanical cleaning methods
G14-B,2010,0,0,Row 4,49,52,50,107,11,Mechanical cleaning methods
L10-L,1999,-18,-4,Caissons,23,119,35,103,71,Mechanical cleaning methods
G17-AP,2000,-9,-38,Level 3,1,31,4,141,90,High-pressure water jetting
L10-C,2004,-37,-38,Row 2,69,105,28,134,71,Mechanical cleaning methods
K9-B,2009,-26,-8,Row 2-3,4,12,58,142,77,High-pressure water jetting
E17-A,2016,-42,-11,Risers,97,18,2,69,90,Mechanical cleaning methods
L10-AD,2012,-18,-41,Caissons,37,64,12,77,37,Mechanical cleaning methods
L10-BB,2014,-9,-16,Row D,13,45,37,59,90,High-pressure water jetting
L10-AC,2004,-4,-17,Row 3,47,64,42,90,71,Mechanical cleaning methods
L10-D,2003,-30,-10,Row B,45,228,10,33,75,Mechanical cleaning methods
L10-EE,2012,3,-37,Row 3,0,194,13,11,71,Mechanical cleaning methods
L10-AC,2003,-14,4,Level 1 ,16,194,29,113,6,Mechanical cleaning methods
K12-C,2005,-8,-6,Conductors,77,236,19,102,8,Mechanical cleaning methods
L10-G,2006,0,-4,Level 1 ,44,171,56,124,8,Mechanical cleaning methods
K12-BP,1999,-19,-37,Row D,48,226,30,18,48,Mechanical cleaning methods
G14-B,2009,-30,-34,Level 3,53,39,6,188,53,High-pressure water jetting
L10-EE,2001,-32,-30,Caissons,84,160,13,196,84,Mechanical cleaning methods
L10-EE,2010,-31,-41,Row 1,2,1,63,87,90,High-pressure water jetting
K12-K,2006,-32,-42,Row 2,67,59,15,135,91,Mechanical cleaning methods
K12-BD,2005,-32,-37,Row C,32,5,16,144,32,High-pressure water jetting
G17-A,2015,-10,-27,Level 1,42,131,43,128,80,Mechanical cleaning methods
K9-C,2017,-4,-34,Row 5,6,0,39,45,83,Ultrasonic cleaning
G16-A,2015,-19,-19,Level 1 ,52,142,24,132,70,Mechanical cleaning methods
K12-C,2009,-18,-42,Row C,9,9,4,53,9,High-pressure water jetting
K12-C,2012,-34,-13,Row B,34,154,25,37,83,Mechanical cleaning methods
E17-A,2017,-39,-4,Level 2,2,90,30,37,77,Mechanical cleaning methods
K12-C,2006,-6,-16,Level 2 ,99,202,1,195,72,Mechanical cleaning methods
K12-BP,2009,-14,-16,Level 1 ,48,69,13,9,72,Mechanical cleaning methods
L10-EE,2011,-40,-37,Row 2-3,80,104,8,45,87,Mechanical cleaning methods
L10-F,2015,-38,-32,Row A,72,148,13,15,72,Mechanical cleaning methods
L10-B,2002,-4,-24,Level 2 ,96,63,2,62,73,Mechanical cleaning methods
K12-D,2003,-13,-6,Row 2-3,60,231,17,89,5,Mechanical cleaning methods
L10-F,2002,-19,4,Risers,91,18,2,141,8,Mechanical cleaning methods
G14-A,2000,-10,-40,Level 2 ,74,179,13,195,74,Mechanical cleaning methods
D15-A,2007,-9,-17,Row 2,3,237,11,133,74,Mechanical cleaning methods
L10-F,2013,-39,-9,Row B,10,165,30,164,75,Mechanical cleaning methods
G17-AP,2015,-27,-42,Caissons,24,36,58,185,58,High-pressure water jetting
L10-AR,2010,-13,-14,Row 1-2,10,24,43,183,72,High-pressure water jetting
G14-A,1999,-10,-30,Row 2-3,58,37,25,186,85,High-pressure water jetting
L10-B,2008,-38,-9,Row 2,27,192,23,68,84,Mechanical cleaning methods
L10-F,2000,-8,-41,Conductors,48,166,50,14,50,Mechanical cleaning methods
L10-BB,2000,-17,-8,Row 1,16,248,6,31,80,Mechanical cleaning methods
K9-C,2011,-29,-14,Row 2,39,22,53,74,89,High-pressure water jetting
L10-AD,2015,-42,-19,Row D,40,47,1,132,40,High-pressure water jetting
G14-B,1999,-30,-37,Row 5,11,248,34,66,34,Mechanical cleaning methods
K2-A,2013,-42,-10,Row D,50,134,2,68,50,Mechanical cleaning methods
L10-EE,2013,-29,-18,Row E,34,116,6,193,79,Mechanical cleaning methods
L10-BB,2017,-19,-37,Row 1-2,16,144,37,90,37,Mechanical cleaning methods
L10-C,2013,-14,-17,Level 2,35,81,58,141,76,Mechanical cleaning methods
L10-L,2012,-10,-26,Conductors,98,212,2,191,89,Mechanical cleaning methods
L10-G,2007,-17,-17,Row 3-1,94,180,5,179,84,Mechanical cleaning methods
K2-A,2012,-12,-41,Level 3,98,187,0,46,90,Mechanical cleaning methods
K12-C,2009,-14,-7,Row 2-3,98,249,2,118,77,Mechanical cleaning methods
G14-B,2000,-19,0,Caissons,54,207,15,3,11,Mechanical cleaning methods
L10-AP,2003,-6,-7,Row 1-2,32,43,61,35,6,Laser cleaning
L10-E,2015,-30,-32,Risers,59,106,29,23,59,Mechanical cleaning methods
K9-A,2004,-4,-19,Risers,63,67,6,47,86,Mechanical cleaning methods
L10-AR,2016,-15,-33,Row C,33,73,1,78,81,Mechanical cleaning methods
K12-D,2008,-33,-40,Row 2,65,152,16,173,79,Mechanical cleaning methods
L10-AC,2009,-29,-7,Risers,60,155,0,170,71,Mechanical cleaning methods
L10-EE,2001,-11,-30,Row 2,61,6,3,106,79,High-pressure water jetting
K12-D,2016,-18,-39,Row A,20,143,57,183,57,Mechanical cleaning methods
L10-C,2003,-14,-17,Conductors,64,196,0,127,76,Mechanical cleaning methods
K12-K,2008,-24,-30,Row 2-3,5,130,88,11,88,Mechanical cleaning methods
L10-D,2014,-11,-12,Risers,84,182,10,135,81,Mechanical cleaning methods
G16-A,2013,-4,-16,Conductors,17,118,57,102,6,Mechanical cleaning methods
L10-C,2010,-32,-40,Level 2 ,53,42,0,39,73,Laser cleaning
L10-AP,2003,-26,-4,Level 1,65,35,33,37,82,Laser cleaning
L10-C,2017,-17,4,Rows and Elevations,2,53,50,39,11,Mechanical cleaning methods
G17-A,2016,-10,-30,Level 1,96,38,3,9,82,Mechanical cleaning methods
L10-D,2005,-34,-24,Row 5,27,156,27,105,27,Mechanical cleaning methods
K12-G,2007,-15,-9,Row 3,32,232,13,187,82,Mechanical cleaning methods
E17-A,2001,-33,0,Row 5,51,158,45,14,79,Mechanical cleaning methods
L10-AD,2003,-13,-27,Row 2-3,56,198,31,96,86,Mechanical cleaning methods
L10-E,2006,-39,-16,Rows and Elevations,49,81,48,143,49,Mechanical cleaning methods
L10-D,2009,-19,-11,Caissons,54,240,30,62,80,Mechanical cleaning methods
L10-E,2008,-24,-6,Level 1,15,184,22,149,78,Mechanical cleaning methods
G14-B,2012,-16,-37,Row D,12,46,27,46,27,Laser cleaning
K9-C,2000,0,-11,Level 1,18,8,58,142,10,High-pressure water jetting
K12-C,2015,-41,-37,Row 2-3,66,234,0,150,79,Mechanical cleaning methods
L5-A,2013,-15,-17,Row 3,71,160,27,186,78,Mechanical cleaning methods
E17-A,2016,-37,-34,Level 2 ,6,81,32,162,77,Mechanical cleaning methods
K2-A,2014,3,-14,Row 2,65,31,18,147,9,High-pressure water jetting
L10-D,2003,-33,-29,Row 3,95,206,3,53,90,Mechanical cleaning methods
K12-C,2006,-29,-29,Row 1-2,81,110,13,57,81,Mechanical cleaning methods
G16-A,2002,-15,-10,Row 1,65,100,31,142,87,Mechanical cleaning methods
L10-C,2012,-16,-19,Level 2 ,89,250,9,153,90,Mechanical cleaning methods
L10-EE,2017,-31,-29,Row A,73,29,26,124,73,High-pressure water jetting
L10-E,2002,-37,-27,Level 3,20,95,2,101,20,Mechanical cleaning methods
K12-BD,2000,-6,-41,Level 1,53,233,10,16,90,Mechanical cleaning methods
K12-BP,2006,0,-37,Row D,23,219,0,191,83,Mechanical cleaning methods
K12-BP,2006,-9,-37,Row 3-1,22,145,33,137,86,Mechanical cleaning methods
L10-B,2009,-4,-13,Row E,23,76,16,188,7,Mechanical cleaning methods
G14-A,2003,-15,-40,Risers,38,214,30,154,38,Mechanical cleaning methods
L10-AR,2003,-11,-13,Row C,97,8,0,76,85,Mechanical cleaning methods
G17-AP,2008,-15,-10,Row A,46,56,42,182,72,Mechanical cleaning methods
G17-A,2003,-13,0,Level 3,27,172,66,53,10,Mechanical cleaning methods
K12-BD,2012,-16,-13,Caissons,31,30,42,57,70,High-pressure water jetting
K2-A,2002,-42,0,Row 1,7,196,26,173,79,Mechanical cleaning methods
L10-F,2012,-31,-27,Row 1-2,26,250,43,81,43,Mechanical cleaning methods
K12-K,2000,-8,-13,Rows and Elevations,9,17,77,182,88,High-pressure water jetting
G16-A,2003,0,-11,Row 5,44,236,3,200,8,Mechanical cleaning methods
D15-A,2005,-10,-41,Row 1,23,5,57,63,57,High-pressure water jetting
L10-AC,1999,-7,-12,Row 1-2,59,224,34,167,6,Mechanical cleaning methods
K12-G,2007,-27,-11,Rows and Elevations,52,196,21,32,86,Mechanical cleaning methods
L10-AP,2009,-32,-15,Row E,1,68,27,17,86,Mechanical cleaning methods
G14-B,2000,-10,-4,Level 1,3,248,8,3,6,Mechanical cleaning methods
K12-A,2009,-33,-39,Row 4,69,92,24,110,78,Mechanical cleaning methods
K9-C,2011,-37,-6,Level 3,40,244,34,192,70,Mechanical cleaning methods
G14-B,2010,-42,-41,Level 1,26,73,14,26,16,Mechanical cleaning methods
L10-E,2005,-13,4,Row D,96,249,3,112,10,Mechanical cleaning methods
L10-G,2014,-10,-12,Row D,72,1,19,75,73,High-pressure water jetting
K12-G,2010,-29,4,Row 4,30,189,38,23,74,Mechanical cleaning methods
D15-A,2014,-40,-15,Row 1-2,39,107,51,118,51,Mechanical cleaning methods
K12-BP,2009,-30,-38,Row 1-2,56,67,35,108,56,Mechanical cleaning methods
K9-C,2004,-9,-19,Row 3-1,16,13,36,69,79,High-pressure water jetting
L10-B,2010,-38,-34,Level 1,56,97,3,183,73,Mechanical cleaning methods
L10-F,2009,-15,-26,Row 3,71,52,18,96,80,Mechanical cleaning methods
L10-E,2006,-34,-4,Row C,48,101,22,49,75,Mechanical cleaning methods
K9-B,2011,3,-10,Level 1,34,130,51,39,11,Mechanical cleaning methods
K9-C,2017,-19,-6,Conductors,22,132,11,90,73,Mechanical cleaning methods
K9-A,2013,-42,-17,Row B,73,75,0,104,73,Mechanical cleaning methods
L10-L,2003,-24,-32,Level 2 ,26,36,5,147,26,High-pressure water jetting
G17-AP,2002,-15,-33,Row B,71,245,21,4,81,Mechanical cleaning methods
K12-C,2007,-7,-38,Level 1 ,19,208,26,112,74,Mechanical cleaning methods
L10-AP,2010,-34,-39,Row D,24,104,60,153,73,Mechanical cleaning methods
L10-F,2013,-26,-24,Rows and Elevations,97,26,2,40,90,Mechanical cleaning methods
K12-A,2015,-29,-32,Level 2,39,56,48,105,48,Mechanical cleaning methods
L10-BB,2005,-26,-16,Row 3-1,19,190,71,121,81,Mechanical cleaning methods
L10-AD,2004,-30,-19,Risers,83,246,11,159,83,Mechanical cleaning methods
L10-BB,2016,-38,-29,Row 4,6,104,42,99,42,Mechanical cleaning methods
K12-CC,2000,-31,0,Level 2 ,76,57,17,3,70,Mechanical cleaning methods
K12-BP,2012,-15,-38,Row E,88,192,0,91,88,Mechanical cleaning methods
L10-F,2004,-37,-29,Level 3,23,211,32,36,32,Mechanical cleaning methods
K9-B,2001,0,-13,Conductors,84,217,3,33,5,Mechanical cleaning methods
K9-A,2006,-37,-42,Row 1,85,75,9,83,77,Mechanical cleaning methods
K12-BD,2016,-18,-39,Rows and Elevations,71,61,7,78,71,Mechanical cleaning methods
K12-G,2007,-31,-40,Conductors,46,232,16,105,82,Mechanical cleaning methods
G16-A,2007,-4,-30,Row E,39,193,19,154,71,Mechanical cleaning methods
K9-B,2005,-34,-11,Risers,94,120,3,63,71,Mechanical cleaning methods
K12-BD,2015,-15,-10,Level 3,6,92,67,41,82,Mechanical cleaning methods
L10-AC,2011,-14,-38,Row B,30,176,12,12,30,Mechanical cleaning methods
K12-BD,2002,-4,-17,Row 2-3,85,6,13,141,87,Mechanical cleaning methods
K9-C,2016,-17,-29,Conductors,17,161,71,154,70,Mechanical cleaning methods
K9-B,2014,-4,-12,Row 2,24,4,35,196,7,High-pressure water jetting
K12-K,2005,-37,-34,Row 4,84,223,1,61,72,Mechanical cleaning methods
