platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
K12-BP,1999,-29,-6,Row E,76,189,6,113,72,Mechanical cleaning methods
K9-B,2009,-24,-39,Rows and Elevations,35,208,16,111,35,Mechanical cleaning methods
G17-A,2009,-7,-31,Conductors,15,148,53,18,84,Mechanical cleaning methods
L5-A,2016,-16,-38,Level 2 ,68,109,24,113,68,Mechanical cleaning methods
K12-C,2001,-40,-7,Row 1-2,18,154,50,188,70,Mechanical cleaning methods
K9-B,2009,-9,4,Row 5,58,162,19,120,8,Mechanical cleaning methods
K12-BP,2016,-24,-8,Level 2,57,190,14,188,74,Mechanical cleaning methods
K12-BP,2001,-38,-13,Row A,67,235,26,64,67,Mechanical cleaning methods
K12-K,2010,-41,-15,Row 3,66,176,28,65,66,Mechanical cleaning methods
K2-A,2006,-26,-29,Level 1 ,23,120,11,137,23,Mechanical cleaning methods
K12-K,2010,-34,-4,Level 1,56,160,13,70,83,Mechanical cleaning methods
K9-C,2012,-37,-13,Conductors,95,48,4,193,90,Mechanical cleaning methods
K12-K,2014,-7,-31,Row 5,7,151,38,27,90,Mechanical cleaning methods
K12-D,2017,0,-38,Row B,93,202,6,43,78,Mechanical cleaning methods
K12-BD,2017,-13,-17,Rows and Elevations,86,120,4,10,87,Mechanical cleaning methods
K9-A,2007,-15,-17,Row 5,41,7,17,197,80,High-pressure water jetting
L10-AR,2001,-27,-10,Level 2 ,71,103,24,198,77,Mechanical cleaning methods
K12-G,2016,-31,-15,Rows and Elevations,8,29,88,40,91,High-pressure water jetting
L10-G,2017,-24,-15,Row 1,33,174,58,85,80,Mechanical cleaning methods
K2-A,2010,-24,-6,Row D,90,45,9,191,81,Mechanical cleaning methods
G17-AP,2016,-12,-14,Risers,40,215,43,26,70,Mechanical cleaning methods
L5-A,2007,-14,-18,Row C,73,155,8,21,87,Mechanical cleaning methods
K9-C,2009,-7,-31,Level 2 ,59,211,28,192,90,Mechanical cleaning methods
K12-BD,2009,-6,-15,Row 3-1,0,130,87,108,82,Mechanical cleaning methods
D15-A,2012,-37,-42,Row D,45,185,20,117,84,Mechanical cleaning methods
K12-G,2007,-12,-39,Row 1-2,86,149,5,63,86,Mechanical cleaning methods
L10-AR,2016,-7,-8,Level 2,23,135,3,185,5,Mechanical cleaning methods
L10-F,2008,-30,-12,Level 2 ,53,37,33,122,70,High-pressure water jetting
L10-G,2011,-30,-32,Row 1,45,79,55,106,55,Mechanical cleaning methods
K9-B,2007,-42,-7,Row C,82,248,18,164,82,Mechanical cleaning methods
K12-G,2003,-8,-10,Row 3-1,14,72,74,76,7,Mechanical cleaning methods
K12-K,2010,-9,0,Level 2 ,97,242,0,88,11,Mechanical cleaning methods
L10-E,2004,-30,4,Row 2-3,32,6,51,102,88,High-pressure water jetting
L10-BB,1999,-9,-34,Row C,33,127,42,170,73,Mechanical cleaning methods
L10-AR,2001,-30,-41,Level 1,7,24,42,146,80,High-pressure water jetting
G17-A,2017,-8,-42,Row 5,5,161,54,141,54,Mechanical cleaning methods
G16-A,2007,-33,-27,Risers,46,45,9,102,46,High-pressure water jetting
L10-L,2002,-6,-7,Rows and Elevations,15,32,76,97,11,High-pressure water jetting
L10-EE,2011,3,-14,Row 2-3,32,156,64,61,10,Mechanical cleaning methods
G17-AP,2017,-32,-38,Risers,6,132,8,133,8,Mechanical cleaning methods
G17-A,1999,3,-13,Level 1 ,72,242,15,182,10,Mechanical cleaning methods
K12-BP,2013,-30,0,Row 1-2,79,28,1,6,88,Mechanical cleaning methods
L5-A,2004,-19,-13,Level 2 ,30,152,56,149,74,Mechanical cleaning methods
L10-M,2009,-6,-9,Conductors,14,236,54,119,10,Mechanical cleaning methods
K12-G,2003,-16,-30,Risers,91,220,0,5,83,Mechanical cleaning methods
K12-K,2017,-39,-39,Level 2,8,4,26,52,71,High-pressure water jetting
G14-A,2008,-12,-37,Row 1,69,29,25,28,69,Laser cleaning
L10-F,2008,-13,-11,Level 1 ,78,15,6,101,91,Mechanical cleaning methods
L10-E,2016,-29,-6,Row C,4,5,81,169,76,High-pressure water jetting
K12-D,2006,-13,-12,Row 1,63,95,26,189,70,Mechanical cleaning methods
L10-L,1999,-37,-8,Level 2,39,245,51,39,73,Mechanical cleaning methods
K2-A,2009,-6,0,Row C,80,177,10,64,9,Mechanical cleaning methods
L5-A,2013,-17,-34,Row A,58,58,29,88,58,Mechanical cleaning methods
E17-A,2001,-15,-12,Row 1,40,250,50,133,78,Mechanical cleaning methods
G17-A,2005,-6,-16,Conductors,39,58,24,124,82,Mechanical cleaning methods
L10-G,2005,-12,-8,Row 5,96,75,1,48,8,Mechanical cleaning methods
K2-A,2007,-31,-27,Row E,73,157,3,18,73,Mechanical cleaning methods
L10-L,2015,-30,-17,Row A,31,31,41,21,90,Laser cleaning
L10-L,2000,-41,-30,Rows and Elevations,70,198,12,35,76,Mechanical cleaning methods
L10-AC,2016,-16,-13,Row A,52,233,17,83,84,Mechanical cleaning methods
L10-AC,2009,-10,-32,Level 2,2,110,50,90,90,Mechanical cleaning methods
K12-C,2006,-37,-19,Conductors,63,44,2,134,63,High-pressure water jetting
G17-A,2014,-18,-19,Row A,23,8,75,99,72,High-pressure water jetting
L5-A,2011,-13,-38,Caissons,99,94,0,71,90,Mechanical cleaning methods
L10-F,2004,-29,-37,Conductors,40,133,12,121,40,Mechanical cleaning methods
K2-A,1999,0,-37,Level 3,0,9,27,196,77,High-pressure water jetting
L10-C,2006,-16,-16,Row 2-3,92,102,2,23,90,Mechanical cleaning methods
L10-G,2007,-37,-10,Conductors,19,14,0,31,91,Ultrasonic cleaning
L10-F,2006,-27,-14,Row A,20,249,8,72,84,Mechanical cleaning methods
K12-C,2004,0,-37,Row 1,54,80,19,183,86,Mechanical cleaning methods
L10-AD,2013,-18,0,Level 3,35,139,56,42,10,Mechanical cleaning methods
L10-C,2002,-8,-34,Row 3,72,47,12,100,81,High-pressure water jetting
K12-G,2013,-31,-32,Rows and Elevations,43,177,26,27,43,Mechanical cleaning methods
L10-AR,2016,-33,-16,Row 4,81,150,3,57,81,Mechanical cleaning methods
L10-C,2011,3,-29,Row 2-3,91,216,5,60,87,Mechanical cleaning methods
L10-D,2011,-29,4,Row E,42,124,52,17,75,Mechanical cleaning methods
K12-G,2017,-39,-8,Row B,70,58,9,122,82,Mechanical cleaning methods
G17-A,2011,-18,-18,Row 2,84,17,11,38,77,Mechanical cleaning methods
K12-A,2006,-8,-29,Risers,42,138,53,47,90,Mechanical cleaning methods
L10-BB,2005,-41,-15,Row 1,66,85,3,138,66,Mechanical cleaning methods
K12-C,2015,3,-15,Row D,0,30,77,82,5,High-pressure water jetting
L10-B,2010,-7,-14,Row 2-3,15,218,28,136,76,Mechanical cleaning methods
L10-AC,2007,-9,-37,Level 2 ,18,88,41,47,86,Mechanical cleaning methods
L10-AD,2012,-14,-14,Level 1,43,136,23,100,79,Mechanical cleaning methods
L10-AD,2010,-40,4,Level 1 ,100,158,0,16,90,Mechanical cleaning methods
K2-A,2006,-13,-40,Row 1-2,91,116,0,72,90,Mechanical cleaning methods
L10-G,2006,-30,-17,Row 1-2,80,162,2,82,81,Mechanical cleaning methods
K12-A,2001,3,-32,Row 1-2,57,36,15,30,72,Laser cleaning
L10-AD,2004,-34,4,Row 4,32,237,41,8,82,Mechanical cleaning methods
L10-EE,2001,-9,0,Row 1,54,140,39,93,9,Mechanical cleaning methods
D15-A,2003,-39,-4,Rows and Elevations,71,15,16,176,82,High-pressure water jetting
L10-AD,2009,-17,-10,Level 1,61,82,18,48,77,Mechanical cleaning methods
L10-AD,2005,-18,0,Row A,0,129,18,17,5,Mechanical cleaning methods
L10-B,2006,-14,-18,Row 3,86,229,9,103,81,Mechanical cleaning methods
K12-BP,2004,-13,-8,Row D,19,117,60,124,73,Mechanical cleaning methods
K12-G,1999,-40,-4,Level 2 ,63,88,9,192,74,Mechanical cleaning methods
K12-A,2004,-32,-30,Caissons,65,187,5,2,65,Mechanical cleaning methods
G17-AP,2013,3,-10,Row C,50,68,13,90,9,Mechanical cleaning methods
G17-AP,2017,-9,-10,Row B,15,2,71,45,10,Ultrasonic cleaning
G14-A,2009,-4,-14,Row 4,72,77,8,28,8,Mechanical cleaning methods
L10-G,2005,0,4,Row 2-3,27,169,67,98,82,Mechanical cleaning methods
K12-BP,2012,-24,-9,Level 3,4,92,43,2,82,Mechanical cleaning methods
L10-E,2006,-27,-13,Row E,33,56,40,106,79,Mechanical cleaning methods
K12-C,2015,-19,4,Rows and Elevations,22,61,40,187,7,Mechanical cleaning methods
L10-L,2015,-26,-13,Caissons,80,96,10,88,79,Mechanical cleaning methods
K12-BP,2015,-15,-42,Row 3-1,59,179,9,163,59,Mechanical cleaning methods
L10-AP,2006,-32,-26,Level 1 ,1,42,11,102,11,High-pressure water jetting
K12-D,2002,-15,-9,Row B,27,136,39,62,78,Mechanical cleaning methods
L10-D,2010,-19,-33,Level 3,4,120,27,3,27,Mechanical cleaning methods
L10-G,2013,-14,0,Row 2-3,68,158,5,175,5,Mechanical cleaning methods
K9-C,2008,-8,-27,Row 4,26,18,16,127,78,High-pressure water jetting
K9-C,2004,-29,-12,Row 4,74,228,25,43,86,Mechanical cleaning methods
E17-A,1999,-17,-11,Row 1-2,100,155,0,61,88,Mechanical cleaning methods
K9-A,2007,-33,-7,Row 5,37,173,46,131,74,Mechanical cleaning methods
K12-BD,2000,-4,-38,Conductors,47,116,12,188,78,Mechanical cleaning methods
E17-A,2006,-33,-30,Level 3,29,100,71,31,71,Mechanical cleaning methods
L5-A,2017,-15,-6,Risers,75,36,4,188,85,Mechanical cleaning methods
L10-D,2014,-18,-26,Level 3,90,145,2,53,87,Mechanical cleaning methods
K2-A,2014,3,0,Row 1,11,250,77,66,82,Mechanical cleaning methods
D15-A,2006,-17,-17,Level 1,90,167,4,72,82,Mechanical cleaning methods
L10-D,2017,-11,-10,Row 5,19,51,66,49,78,Mechanical cleaning methods
L10-BB,2009,-16,-33,Level 3,9,165,28,134,28,Mechanical cleaning methods
K9-B,2009,-29,-32,Risers,98,169,2,157,90,Mechanical cleaning methods
K12-D,2009,-30,-19,Level 2,43,242,0,0,43,Mechanical cleaning methods
K9-C,2016,-18,0,Level 2,61,57,36,192,10,Mechanical cleaning methods
G14-A,2013,-24,-19,Row 2-3,66,199,21,58,84,Mechanical cleaning methods
K2-A,2005,-9,-26,Level 2,51,231,29,186,72,Mechanical cleaning methods
L10-G,2004,-42,-18,Rows and Elevations,16,61,26,184,26,Mechanical cleaning methods
E17-A,2014,-37,-16,Rows and Elevations,4,230,47,132,47,Mechanical cleaning methods
L10-AP,2011,-8,-31,Row B,78,46,18,128,91,Mechanical cleaning methods
E17-A,2017,-39,-12,Row 1,56,101,25,31,56,Mechanical cleaning methods
L10-AD,2011,-37,-13,Row 2,16,38,4,117,16,High-pressure water jetting
G17-AP,2005,-9,-9,Row 3-1,14,200,71,109,5,Mechanical cleaning methods
G17-AP,2008,-16,-41,Row A,23,199,18,99,23,Mechanical cleaning methods
L10-E,2011,3,-37,Risers,37,54,45,188,76,Mechanical cleaning methods
K12-BD,2011,-15,-15,Row 4,34,225,31,182,80,Mechanical cleaning methods
L10-B,2005,-8,-10,Row 5,70,30,28,128,11,High-pressure water jetting
G16-A,1999,-12,-9,Row 2-3,88,203,8,137,83,Mechanical cleaning methods
L10-D,2013,-34,-16,Row 1-2,97,231,2,175,90,Mechanical cleaning methods
L10-AR,2002,-10,-33,Row 2-3,55,58,5,27,85,Mechanical cleaning methods
L10-F,2001,-38,-24,Row E,31,227,46,164,46,Mechanical cleaning methods
G14-A,2001,-32,-29,Risers,82,73,9,4,82,Mechanical cleaning methods
K12-A,2005,-33,-17,Row A,12,31,88,102,88,High-pressure water jetting
K12-K,2012,-6,-6,Row D,65,28,17,56,11,High-pressure water jetting
K9-C,1999,-30,-17,Level 2,22,35,7,82,82,High-pressure water jetting
K12-C,2013,-9,-18,Level 2,61,158,22,105,83,Mechanical cleaning methods
K12-BP,2015,-17,-13,Row E,23,54,23,130,88,Mechanical cleaning methods
K9-A,2001,-37,-39,Level 1 ,71,210,22,123,76,Mechanical cleaning methods
K12-BP,2013,-16,-38,Level 1,1,10,81,95,81,High-pressure water jetting
K9-B,2007,-27,-41,Row C,30,221,25,11,30,Mechanical cleaning methods
L10-M,2011,0,-4,Row A,50,175,19,11,11,Mechanical cleaning methods
G17-A,2013,-34,-4,Row A,22,131,18,181,70,Mechanical cleaning methods
L10-EE,2002,3,-16,Row 3,45,42,42,146,6,High-pressure water jetting
L10-AR,2004,0,-34,Conductors,92,226,5,10,89,Mechanical cleaning methods
K12-C,2015,-6,-4,Rows and Elevations,49,46,45,184,7,High-pressure water jetting
L10-M,2009,-42,4,Row 2-3,100,12,0,147,72,Mechanical cleaning methods
K12-K,1999,-42,-39,Conductors,15,66,11,21,15,Mechanical cleaning methods
K9-A,2006,-4,-11,Level 2,31,100,59,50,6,Mechanical cleaning methods
L10-EE,2004,0,-10,Level 2,6,244,26,137,10,Mechanical cleaning methods
L10-M,2002,-41,4,Row 3,59,177,19,174,84,Mechanical cleaning methods
G16-A,2017,-42,-12,Row 4,17,195,80,88,80,Mechanical cleaning methods
K12-CC,2000,3,-37,Row 2,5,241,68,19,78,Mechanical cleaning methods
K9-C,2005,-24,-15,Level 2 ,11,165,10,183,90,Mechanical cleaning methods
K12-BD,2009,-19,-27,Row E,0,191,77,167,88,Mechanical cleaning methods
L5-A,2001,-39,-16,Row E,2,200,94,175,90,Mechanical cleaning methods
G14-A,2017,0,-30,Level 1,0,9,55,52,89,High-pressure water jetting
L10-AC,2016,-38,-42,Risers,65,176,30,131,76,Mechanical cleaning methods
K12-C,1999,-13,-15,Level 1,76,130,3,168,89,Mechanical cleaning methods
K12-D,2010,-6,-13,Row 1-2,38,125,7,49,10,Mechanical cleaning methods
K12-CC,2012,-32,-7,Level 1 ,95,22,5,91,76,Mechanical cleaning methods
L10-AR,2012,0,-14,Risers,6,13,75,111,6,High-pressure water jetting
K12-BD,2006,3,-6,Rows and Elevations,91,37,3,50,9,Mechanical cleaning methods
L10-E,1999,-41,-31,Row E,12,70,68,118,82,Mechanical cleaning methods
K12-K,2005,-7,-6,Risers,11,191,1,18,9,Mechanical cleaning methods
L10-L,2016,-33,-31,Row A,18,122,55,113,55,Mechanical cleaning methods
L10-L,2005,-31,-26,Caissons,57,185,35,18,57,Mechanical cleaning methods
L10-E,2008,-37,-18,Row 3-1,88,223,7,70,88,Mechanical cleaning methods
G14-A,2014,-32,-24,Row B,68,241,0,46,68,Mechanical cleaning methods
G14-B,2001,-15,-30,Level 1,1,27,87,195,77,High-pressure water jetting
K12-A,2015,-29,-40,Row 3,22,70,0,187,22,Mechanical cleaning methods
K9-B,2017,-37,-11,Level 1 ,59,244,40,5,82,Mechanical cleaning methods
L10-F,2003,-30,4,Rows and Elevations,42,128,38,182,86,Mechanical cleaning methods
K12-BD,2008,-18,-11,Row C,91,168,2,144,78,Mechanical cleaning methods
L10-M,2016,-9,-40,Rows and Elevations,61,124,18,185,61,Mechanical cleaning methods
K12-CC,2001,-15,-24,Risers,40,4,43,30,87,Ultrasonic cleaning
K2-A,2009,-31,-34,Level 3,88,248,4,103,88,Mechanical cleaning methods
L10-AD,2012,-14,-10,Row C,30,193,66,86,86,Mechanical cleaning methods
G16-A,2007,-16,4,Level 2 ,31,172,64,141,7,Mechanical cleaning methods
K12-BD,2007,-41,-24,Row 3-1,3,38,69,172,69,High-pressure water jetting
L10-D,2010,-14,-29,Row C,64,151,15,72,75,Mechanical cleaning methods
L10-B,2004,-41,-14,Level 1,20,27,46,158,46,High-pressure water jetting
G16-A,2009,-42,-26,Row 1,81,28,15,153,81,Mechanical cleaning methods
L10-EE,2012,-17,-33,Level 1 ,76,65,9,31,76,Mechanical cleaning methods
L10-E,2005,-8,-7,Level 2 ,70,232,20,116,9,Mechanical cleaning methods
D15-A,2004,-16,-24,Level 2,21,55,9,13,85,Mechanical cleaning methods
K12-A,2008,-6,-19,Row 1,74,18,4,50,77,High-pressure water jetting
L10-AR,2014,-32,-31,Row A,87,193,10,46,87,Mechanical cleaning methods
D15-A,2000,-10,-32,Row 2-3,37,7,52,62,79,High-pressure water jetting
L10-F,2001,-4,0,Row 2-3,44,62,39,52,11,Mechanical cleaning methods
L10-BB,2009,-10,-24,Row 1-2,53,55,40,162,84,Mechanical cleaning methods
D15-A,2011,-42,-42,Row 4,87,59,5,170,48,Mechanical cleaning methods
L10-D,2015,-9,-31,Row D,46,205,19,133,85,Mechanical cleaning methods
K12-A,2007,-17,-33,Row B,39,186,50,184,50,Mechanical cleaning methods
L10-M,2003,-12,-18,Row 1-2,72,37,9,115,87,High-pressure water jetting
K2-A,2001,-12,-11,Conductors,27,160,32,58,70,Mechanical cleaning methods
K12-BP,2011,-30,-40,Conductors,11,164,20,65,20,Mechanical cleaning methods
L10-EE,2000,-26,-14,Row 3,42,86,28,67,78,Mechanical cleaning methods
L10-D,2014,-16,-13,Conductors,98,184,2,153,81,Mechanical cleaning methods
L10-B,2010,3,-15,Row A,66,181,34,164,8,Mechanical cleaning methods
L10-C,2015,-7,-24,Level 2,41,218,13,83,86,Mechanical cleaning methods
L10-AP,2009,-34,-18,Level 1,78,142,22,96,78,Mechanical cleaning methods
G17-A,2003,-8,-24,Level 1,47,7,12,3,77,Ultrasonic cleaning
L10-M,2004,3,-37,Row D,81,211,6,140,80,Mechanical cleaning methods
D15-A,2014,-6,-30,Row 2,84,9,2,102,74,Mechanical cleaning methods
L10-AC,2014,-34,-24,Caissons,98,184,0,186,90,Mechanical cleaning methods
G14-B,2011,-18,4,Row 5,67,122,24,37,7,Mechanical cleaning methods
L10-C,2004,3,-14,Row 2,98,99,0,160,10,Mechanical cleaning methods
L10-BB,2012,-4,-11,Row 5,64,231,4,45,6,Mechanical cleaning methods
G17-A,2003,-30,4,Row 4,40,157,11,74,70,Mechanical cleaning methods
K12-K,2015,-42,-24,Level 2,7,76,37,94,37,Mechanical cleaning methods
L10-EE,2006,-41,-17,Row D,74,75,7,38,74,Mechanical cleaning methods
L10-EE,1999,0,-32,Row 1-2,36,34,40,59,85,High-pressure water jetting
K12-BD,2008,-18,-38,Row 1,19,227,25,94,25,Mechanical cleaning methods
L10-M,2017,3,-13,Row 2,68,135,13,156,7,Mechanical cleaning methods
L10-AD,1999,-31,-12,Row 3,78,56,10,188,91,Mechanical cleaning methods
L5-A,2002,-32,-15,Rows and Elevations,59,137,8,124,80,Mechanical cleaning methods
L10-BB,2008,-10,-16,Row A,99,106,1,166,87,Mechanical cleaning methods
L10-D,2001,3,-14,Row 3-1,68,207,20,76,7,Mechanical cleaning methods
L10-F,2010,-33,4,Level 1 ,11,180,58,129,91,Mechanical cleaning methods
K12-BD,2004,-14,-27,Row 2,65,145,14,126,83,Mechanical cleaning methods
G14-B,2004,-30,-39,Level 1 ,48,123,34,99,48,Mechanical cleaning methods
L10-G,2015,-8,-8,Level 2,88,207,11,153,7,Mechanical cleaning methods
K9-C,2017,-40,-16,Level 1,11,237,15,5,15,Mechanical cleaning methods
K12-K,2008,-8,-14,Level 2 ,67,99,18,19,80,Mechanical cleaning methods
L10-E,2016,-9,-33,Rows and Elevations,27,216,43,98,89,Mechanical cleaning methods
K12-C,2002,-9,-10,Level 1 ,56,244,25,142,9,Mechanical cleaning methods
L10-D,2011,-37,-15,Row E,40,250,40,136,40,Mechanical cleaning methods
G14-B,2000,-16,-9,Level 3,72,118,2,172,89,Mechanical cleaning methods
L10-BB,2006,-29,-6,Caissons,39,99,27,115,83,Mechanical cleaning methods
K2-A,2016,-40,-37,Row 1,36,114,56,161,91,Mechanical cleaning methods
K12-BP,2006,-27,-26,Level 1,25,148,33,86,33,Mechanical cleaning methods
G14-A,2007,-15,-34,Row D,48,43,34,14,48,Laser cleaning
G14-A,2010,-4,-29,Level 2,51,241,21,62,82,Mechanical cleaning methods
G17-AP,2011,-38,-7,Level 1 ,79,110,3,129,78,Mechanical cleaning methods
L10-D,2006,-41,-6,Level 1 ,75,85,8,158,75,Mechanical cleaning methods
K2-A,2017,-8,-24,Row B,40,118,38,42,73,Mechanical cleaning methods
L10-AC,2015,-24,-16,Risers,5,38,71,121,87,High-pressure water jetting
L10-G,2005,-41,-8,Row 3-1,76,63,6,31,76,Mechanical cleaning methods
L10-AP,2011,-14,-30,Level 1 ,22,134,19,178,72,Mechanical cleaning methods
L10-M,2006,-8,-8,Row 1-2,96,40,0,57,10,Mechanical cleaning methods
K2-A,2005,-8,-16,Row 5,50,76,10,100,80,Mechanical cleaning methods
G14-B,2005,-42,-4,Row C,51,172,17,57,76,Mechanical cleaning methods
L10-F,2012,-39,-27,Level 2 ,64,33,31,165,64,High-pressure water jetting
L10-M,2010,-17,-33,Risers,3,224,88,140,88,Mechanical cleaning methods
L10-E,2000,-8,-31,Row A,68,168,11,161,90,Mechanical cleaning methods
L10-B,2015,-12,-14,Row A,49,229,14,5,90,Mechanical cleaning methods
L10-AR,1999,-8,-8,Conductors,46,44,32,82,6,High-pressure water jetting
L10-M,2014,-41,-38,Level 2 ,59,167,30,15,88,Mechanical cleaning methods
G17-A,2000,-38,-10,Caissons,41,116,38,104,81,Mechanical cleaning methods
L10-AP,2010,-15,-26,Caissons,21,163,31,116,70,Mechanical cleaning methods
K9-C,2005,-24,-9,Risers,10,147,19,118,72,Mechanical cleaning methods
K12-BD,2005,-30,-15,Row D,52,33,28,24,70,Laser cleaning
L10-B,2005,-34,-19,Row 2,17,122,24,137,24,Mechanical cleaning methods
K9-B,2004,-29,-37,Row 2,100,239,0,173,90,Mechanical cleaning methods
E17-A,2004,-11,-41,Caissons,40,176,41,187,41,Mechanical cleaning methods
L10-EE,2011,-40,-8,Row 1,46,78,11,142,80,Mechanical cleaning methods
L10-D,2013,-12,-8,Row B,90,9,10,6,11,Mechanical cleaning methods
G14-A,2009,-33,-12,Row 1-2,31,53,16,150,81,Mechanical cleaning methods
K12-A,2014,-30,-8,Level 2,40,132,46,31,72,Mechanical cleaning methods
L10-E,2003,0,-37,Row 2,75,6,17,121,79,Mechanical cleaning methods
K9-A,2005,-40,-16,Row 5,17,46,50,185,50,High-pressure water jetting
K12-K,2017,-33,-15,Row B,62,192,12,169,89,Mechanical cleaning methods
G17-A,2004,-19,-32,Level 1,93,1,1,17,90,Mechanical cleaning methods
K9-B,2013,-40,-40,Row 2,38,83,49,155,76,Mechanical cleaning methods
L10-G,2014,-13,-38,Conductors,32,191,6,13,32,Mechanical cleaning methods
L10-B,2012,-29,-33,Conductors,83,73,8,43,83,Mechanical cleaning methods
G17-A,1999,-19,-12,Row 2-3,70,88,21,127,77,Mechanical cleaning methods
D15-A,2000,-8,-4,Row A,53,227,41,38,8,Mechanical cleaning methods
K12-BD,2007,-13,4,Row B,62,124,29,30,11,Mechanical cleaning methods
L10-B,2004,-33,-41,Level 1,71,12,1,0,76,Laser cleaning
L10-BB,2008,-17,0,Row E,91,197,1,110,6,Mechanical cleaning methods
L10-F,2005,3,-8,Row A,80,150,9,169,11,Mechanical cleaning methods
K12-A,2016,-8,-4,Row C,29,206,6,1,7,Mechanical cleaning methods
L10-AP,2000,-10,-37,Level 2,43,232,32,84,82,Mechanical cleaning methods
K12-G,2011,-32,-41,Level 1 ,30,98,37,86,84,Mechanical cleaning methods
L10-D,2008,-30,-41,Level 1,13,99,61,42,73,Mechanical cleaning methods
K2-A,2015,0,-40,Level 1 ,71,128,13,93,83,Mechanical cleaning methods
L10-L,1999,-24,-16,Row A,73,99,25,33,81,Mechanical cleaning methods
L10-L,2014,-42,-38,Conductors,23,98,26,20,84,Mechanical cleaning methods
G14-B,2004,3,-24,Row 3-1,23,110,77,191,71,Mechanical cleaning methods
K2-A,2017,-14,-6,Row A,16,70,20,180,5,Mechanical cleaning methods
L10-BB,2007,-6,-12,Row E,69,149,18,39,11,Mechanical cleaning methods
K12-K,2006,-13,-26,Level 2 ,96,231,2,16,89,Mechanical cleaning methods
L10-BB,2004,0,-17,Row A,50,167,18,175,5,Mechanical cleaning methods
G14-B,2012,0,-16,Caissons,73,186,1,70,6,Mechanical cleaning methods
L10-C,2011,-9,-42,Row 2-3,94,209,0,61,90,Mechanical cleaning methods
L10-F,2002,-29,-42,Row D,78,148,11,163,83,Mechanical cleaning methods
K9-B,2017,-11,-15,Row 5,42,206,35,111,91,Mechanical cleaning methods
L10-F,2009,-17,-40,Row 1,22,27,31,119,31,High-pressure water jetting
K2-A,2002,-15,-15,Level 2 ,35,95,32,79,88,Mechanical cleaning methods
L5-A,2017,-26,-10,Level 1,0,13,73,43,77,Ultrasonic cleaning
G14-A,2009,-33,-24,Level 3,96,64,3,18,90,Mechanical cleaning methods
G16-A,2012,-14,-15,Row 1-2,48,38,39,157,72,High-pressure water jetting
L10-AP,2002,-26,-32,Row A,25,141,54,21,54,Mechanical cleaning methods
G14-B,2013,-27,-4,Row 1-2,17,250,68,179,82,Mechanical cleaning methods
L10-AC,2004,-10,-24,Row 2-3,6,162,77,100,76,Mechanical cleaning methods
K9-B,2006,-31,-33,Row 1,58,8,25,47,58,Laser cleaning
E17-A,2014,-27,-16,Row B,90,163,2,5,72,Mechanical cleaning methods
K12-C,2013,-29,-19,Caissons,21,67,63,105,83,Mechanical cleaning methods
L5-A,2011,-16,-15,Row C,39,101,23,110,73,Mechanical cleaning methods
K12-C,2012,-14,-26,Row 2-3,95,250,3,193,75,Mechanical cleaning methods
K12-CC,2017,-13,-31,Level 2 ,1,57,61,128,85,Mechanical cleaning methods
D15-A,2016,-11,-19,Row 5,35,23,31,103,71,High-pressure water jetting
L10-C,2017,-9,-12,Row B,6,45,15,46,83,Laser cleaning
L5-A,2004,-14,-11,Row 1,96,130,2,104,81,Mechanical cleaning methods
L10-F,2013,3,-29,Level 2,90,233,10,83,85,Mechanical cleaning methods
K9-B,2009,-8,-24,Level 2 ,19,90,10,187,70,Mechanical cleaning methods
L10-AD,2011,-13,-24,Level 2 ,27,11,8,157,86,High-pressure water jetting
L10-B,2013,-8,-18,Level 1,62,188,7,13,72,Mechanical cleaning methods
L10-AP,2007,-29,0,Row 1-2,83,80,1,129,70,Mechanical cleaning methods
L10-F,2002,-37,-26,Caissons,54,40,2,199,54,High-pressure water jetting
L10-B,2016,-11,-38,Row C,7,142,86,131,86,Mechanical cleaning methods
G17-AP,2006,-40,0,Level 1,55,68,32,19,74,Mechanical cleaning methods
K12-G,2012,-31,-29,Row 1-2,48,61,7,38,48,Mechanical cleaning methods
G16-A,2017,-33,-39,Level 1,62,81,30,40,75,Mechanical cleaning methods
L10-F,2013,-19,4,Row 5,33,127,16,95,7,Mechanical cleaning methods
E17-A,2014,-8,-37,Risers,48,190,41,147,71,Mechanical cleaning methods
K12-BD,1999,-19,-38,Level 3,95,35,1,90,90,Mechanical cleaning methods
K12-BP,2006,3,-6,Row B,23,217,11,199,6,Mechanical cleaning methods
G14-B,2017,-33,-16,Level 1 ,40,181,14,20,40,Mechanical cleaning methods
L10-E,2013,-42,-27,Row A,83,31,11,167,83,Mechanical cleaning methods
L5-A,2013,-31,-8,Row 1-2,62,226,4,89,76,Mechanical cleaning methods
L10-E,2014,-8,-4,Row 1-2,58,34,33,69,8,High-pressure water jetting
E17-A,2001,-31,-14,Row 3,23,132,39,47,75,Mechanical cleaning methods
L10-G,2016,-16,-8,Level 1 ,34,152,47,147,77,Mechanical cleaning methods
E17-A,1999,-41,-40,Row C,100,145,0,62,56,Mechanical cleaning methods
K12-BD,2005,-19,-12,Row 1,83,249,14,138,76,Mechanical cleaning methods
K12-BP,2005,-10,-24,Row 5,47,246,51,161,70,Mechanical cleaning methods
