platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
K9-C,2006,-40,-11,Row 4,43,23,19,96,43,High-pressure water jetting
G17-AP,1999,-4,-34,Level 2 ,51,24,80,14,88,High-pressure water jetting
L10-BB,2016,-29,-8,Row 4,86,12,76,39,72,Mechanical cleaning methods
G17-AP,2000,-42,-32,Row B,44,40,93,169,91,High-pressure water jetting
L5-A,2006,-18,-34,Row 1-2,48,66,90,166,90,Mechanical cleaning methods
E17-A,2017,-12,-11,Conductors,22,178,46,167,76,Mechanical cleaning methods
D15-A,2005,-13,-6,Row 2-3,21,24,11,102,6,High-pressure water jetting
D15-A,2001,-41,-42,Row A,28,27,96,24,56,High-pressure water jetting
L10-AP,2009,-39,0,Row E,26,20,80,109,90,High-pressure water jetting
G17-A,2012,-11,-39,Level 1 ,12,115,81,186,81,Mechanical cleaning methods
L10-AC,2008,-15,-31,Row E,12,224,89,134,84,Mechanical cleaning methods
L10-AD,2006,-29,-24,Row E,98,77,97,162,90,Mechanical cleaning methods
K12-K,2005,-8,4,Row B,73,19,10,81,11,High-pressure water jetting
G17-A,2008,-10,-32,Row D,31,108,81,108,91,Mechanical cleaning methods
L10-B,2009,0,-8,Row 5,14,53,75,152,5,High-pressure water jetting
K12-G,2005,-34,0,Row 1-2,30,248,20,182,91,Mechanical cleaning methods
L10-B,2007,-16,-32,Row C,0,144,54,87,76,Mechanical cleaning methods
L10-E,2016,-42,-18,Level 1 ,28,2,95,114,90,High-pressure water jetting
K12-G,2009,-24,-15,Row 1-2,47,4,42,101,84,High-pressure water jetting
L10-C,2011,0,-10,Row 3-1,28,10,37,108,8,High-pressure water jetting
K12-C,2009,-41,-29,Row D,48,6,85,148,85,High-pressure water jetting
K12-C,2005,-6,-14,Row A,36,178,97,30,10,Mechanical cleaning methods
L10-BB,2017,-4,-17,Row 3-1,20,43,86,158,79,High-pressure water jetting
L10-F,2003,-38,-38,Row 1,6,36,24,175,83,High-pressure water jetting
K9-A,2002,-34,-38,Row 1,73,210,29,28,83,Mechanical cleaning methods
L10-AR,2013,-24,-6,Row 4,55,4,77,188,79,High-pressure water jetting
L10-F,2002,-27,-37,Row A,28,14,71,140,71,High-pressure water jetting
L10-D,2017,-30,-10,Row 3,15,57,95,71,74,High-pressure water jetting
K2-A,2011,-11,-41,Row 1,46,26,87,64,87,High-pressure water jetting
L10-F,2007,-26,-34,Rows and Elevations,23,6,41,161,41,High-pressure water jetting
K9-A,2013,-12,-32,Level 2 ,22,139,60,46,87,Mechanical cleaning methods
K12-A,2009,-14,-38,Row D,27,45,80,146,80,High-pressure water jetting
L10-BB,2003,-14,-26,Row A,21,230,93,123,89,Mechanical cleaning methods
G14-A,2015,-37,-9,Risers,93,3,60,179,72,Mechanical cleaning methods
K12-BD,2009,-12,-8,Row 3-1,34,19,22,140,5,High-pressure water jetting
G16-A,2004,-29,-29,Risers,27,117,43,173,43,Mechanical cleaning methods
K12-C,2008,-32,-38,Level 1 ,53,58,26,179,53,High-pressure water jetting
G17-AP,2008,-34,-27,Row D,0,202,58,167,58,Mechanical cleaning methods
K12-BP,2002,-14,-8,Row 3-1,0,151,80,88,81,Mechanical cleaning methods
L5-A,2013,-10,-30,Row 2,40,39,7,145,76,High-pressure water jetting
L10-AR,1999,-11,0,Level 1,43,26,83,95,9,High-pressure water jetting
L10-L,2009,3,-37,Caissons,33,25,90,189,81,High-pressure water jetting
L10-F,2006,-27,-29,Rows and Elevations,20,29,21,158,21,High-pressure water jetting
K12-K,2003,-14,-12,Row 3-1,64,17,2,101,81,High-pressure water jetting
K2-A,2007,-32,4,Row A,95,98,25,171,86,Mechanical cleaning methods
K2-A,2011,-9,-8,Level 2 ,42,29,27,154,10,High-pressure water jetting
L10-E,2005,-32,-11,Row 2,14,189,35,112,79,Mechanical cleaning methods
G14-B,2014,-41,-34,Row 3,4,222,56,138,74,Mechanical cleaning methods
G14-B,2002,-4,-14,Row 3,37,156,91,27,6,Mechanical cleaning methods
K9-A,1999,-16,-6,Row 3,38,74,44,161,85,Mechanical cleaning methods
K12-A,2004,-7,-14,Row E,39,144,75,181,81,Mechanical cleaning methods
L10-D,2008,3,-32,Level 1 ,43,13,27,151,70,High-pressure water jetting
D15-A,2012,0,-8,Row 2,40,188,76,152,5,Mechanical cleaning methods
L10-G,2013,-29,-33,Row 2,93,1,58,115,90,Mechanical cleaning methods
L10-EE,2002,0,-7,Row D,80,141,7,120,11,Mechanical cleaning methods
K12-BD,2010,3,-30,Row D,33,29,38,127,75,High-pressure water jetting
K9-A,2013,-10,-6,Row D,86,128,2,183,9,Mechanical cleaning methods
K12-C,2006,-42,-18,Row B,13,185,44,198,44,Mechanical cleaning methods
L10-AC,2002,-11,-29,Caissons,7,62,17,62,88,Mechanical cleaning methods
K12-D,2002,-19,4,Row D,92,178,100,166,9,Mechanical cleaning methods
L10-AP,2001,3,-15,Level 1 ,28,56,70,161,5,High-pressure water jetting
L10-AD,2008,-17,-19,Level 2 ,13,52,30,9,82,Laser cleaning
K9-B,2003,3,0,Row B,6,204,14,159,84,Mechanical cleaning methods
L10-E,2007,-40,-26,Level 1 ,84,21,90,187,90,High-pressure water jetting
K9-B,2013,-10,-15,Level 1,67,66,87,82,83,Mechanical cleaning methods
K12-C,1999,-11,-4,Row C,46,114,89,13,8,Mechanical cleaning methods
G14-B,2016,-12,-26,Row 3,42,1,52,168,75,High-pressure water jetting
K12-G,2017,-37,-7,Row 4,34,180,11,94,78,Mechanical cleaning methods
K12-K,2001,-38,-29,Level 1,25,47,92,102,90,High-pressure water jetting
L10-B,2009,-34,-12,Row 2,20,178,84,121,87,Mechanical cleaning methods
K12-D,2004,-17,-24,Row 5,9,195,84,194,87,Mechanical cleaning methods
L10-AP,2011,-4,-41,Level 2 ,3,12,85,140,74,High-pressure water jetting
K9-C,1999,-17,-13,Row A,21,10,2,7,78,Ultrasonic cleaning
L10-E,2007,-27,-9,Caissons,27,7,7,149,89,High-pressure water jetting
L5-A,2014,-9,-27,Row 3-1,73,233,82,61,87,Mechanical cleaning methods
L10-AP,2017,-39,-42,Row 5,25,201,85,41,27,Mechanical cleaning methods
L10-G,2011,-4,-7,Row A,85,177,100,119,9,Mechanical cleaning methods
K12-CC,2004,-10,4,Row 1-2,26,111,16,121,5,Mechanical cleaning methods
K9-A,2001,-27,-7,Level 2,29,32,10,145,81,High-pressure water jetting
K12-BP,2014,-37,-9,Row E,36,45,93,37,79,High-pressure water jetting
L10-EE,2017,-11,-16,Row B,23,239,92,6,83,Mechanical cleaning methods
L10-AP,2014,-31,-27,Row 2,7,84,76,161,76,Mechanical cleaning methods
D15-A,2012,-34,-9,Level 2 ,29,57,99,70,81,High-pressure water jetting
K12-D,2015,-10,-19,Row 1,82,209,54,103,82,Mechanical cleaning methods
L10-EE,2012,-7,-29,Row 2,93,53,98,32,80,Mechanical cleaning methods
G14-B,2017,-9,-18,Row 4,24,15,69,142,88,High-pressure water jetting
E17-A,2006,-7,-8,Conductors,36,242,85,100,9,Mechanical cleaning methods
K9-A,2004,-33,-14,Row B,4,29,54,122,83,High-pressure water jetting
L10-C,2012,-17,-24,Row C,26,173,46,96,74,Mechanical cleaning methods
E17-A,2008,-37,0,Risers,3,172,95,113,89,Mechanical cleaning methods
L10-M,2006,-7,-26,Row 3,99,7,100,19,77,Mechanical cleaning methods
L5-A,2002,-38,-33,Caissons,13,110,80,144,82,Mechanical cleaning methods
L10-G,2017,-37,-13,Level 1,12,71,60,78,60,Mechanical cleaning methods
K12-CC,2015,-42,-19,Row 1,70,43,18,114,70,High-pressure water jetting
K12-C,2011,-40,-41,Caissons,36,99,65,191,65,Mechanical cleaning methods
G14-B,2006,-14,-40,Row B,2,215,82,29,82,Mechanical cleaning methods
K12-BP,1999,-42,-39,Level 1,24,157,88,173,20,Mechanical cleaning methods
L10-AR,2009,3,-15,Row 1-2,2,2,80,7,10,High-pressure water jetting
K9-C,2006,3,-17,Row B,72,22,55,152,7,High-pressure water jetting
L10-EE,2010,-26,-29,Row 4,43,22,91,93,90,High-pressure water jetting
G14-A,2012,-31,-12,Rows and Elevations,71,91,28,137,75,Mechanical cleaning methods
K9-B,2015,-6,-34,Row 4,45,30,85,49,77,High-pressure water jetting
K9-B,2006,-39,-26,Level 2 ,76,174,29,45,76,Mechanical cleaning methods
K12-C,2010,-16,-34,Level 1,40,153,93,144,90,Mechanical cleaning methods
L10-AR,2002,3,-17,Row 4,13,7,3,144,9,High-pressure water jetting
G17-AP,2001,-13,-19,Row E,69,9,92,137,80,High-pressure water jetting
G14-B,2008,-15,-10,Row 1-2,60,8,52,135,84,High-pressure water jetting
K12-D,2003,-4,-18,Row 1,9,164,7,131,72,Mechanical cleaning methods
K12-BP,2009,-39,-41,Conductors,78,80,86,82,73,Mechanical cleaning methods
K12-CC,2005,-40,-38,Conductors,7,218,80,36,73,Mechanical cleaning methods
G14-A,2012,-37,-41,Level 1,2,114,97,165,84,Mechanical cleaning methods
L10-AC,2011,-17,-8,Level 2,14,70,43,97,71,Mechanical cleaning methods
K12-G,2006,-19,-27,Level 1,79,17,84,45,74,High-pressure water jetting
L10-D,2002,-32,-39,Level 3,8,77,29,137,79,Mechanical cleaning methods
K12-D,2004,-13,4,Level 2 ,37,84,72,14,9,Mechanical cleaning methods
K12-BD,2008,-32,-24,Level 1 ,76,68,24,111,76,Mechanical cleaning methods
G14-B,2001,-15,-9,Row B,87,14,95,141,90,Mechanical cleaning methods
E17-A,2003,-33,-26,Row D,83,118,76,112,83,Mechanical cleaning methods
K12-K,2016,-26,-7,Rows and Elevations,49,1,11,98,73,High-pressure water jetting
L10-C,2016,-40,-17,Row E,88,112,87,104,88,Mechanical cleaning methods
K12-C,2010,-10,-12,Level 1 ,61,5,84,20,74,High-pressure water jetting
K9-C,2005,-32,-42,Conductors,21,243,54,138,87,Mechanical cleaning methods
L10-M,2016,-19,-4,Row C,1,90,1,19,70,Mechanical cleaning methods
L10-G,2015,-38,-18,Level 1,76,49,82,70,82,High-pressure water jetting
L10-G,2002,-18,-41,Row B,17,94,0,118,17,Mechanical cleaning methods
L10-BB,2017,-39,-6,Row 2-3,65,231,86,125,83,Mechanical cleaning methods
K2-A,2011,-38,-33,Row E,45,41,43,137,86,High-pressure water jetting
L10-AD,2007,-16,-13,Level 2 ,28,24,36,170,91,High-pressure water jetting
K2-A,2003,-13,-8,Level 2,72,12,72,75,77,High-pressure water jetting
G14-B,2007,-38,-4,Level 2,11,159,58,147,76,Mechanical cleaning methods
K12-K,2012,-34,-10,Row 1-2,27,24,59,97,84,High-pressure water jetting
L10-D,2011,-26,-41,Level 3,46,10,38,164,46,High-pressure water jetting
E17-A,2007,-10,-6,Risers,97,50,0,190,11,Mechanical cleaning methods
G14-B,2004,-30,4,Conductors,5,7,99,180,83,High-pressure water jetting
G14-A,2011,-9,-18,Row B,62,76,24,71,86,Mechanical cleaning methods
L10-BB,2014,-7,-9,Row 2,20,63,20,16,6,Mechanical cleaning methods
K12-G,1999,-7,4,Row A,11,201,72,144,10,Mechanical cleaning methods
K12-BP,2013,-30,-11,Row 2,65,185,42,44,74,Mechanical cleaning methods
G14-B,2003,-11,-10,Row B,12,68,7,118,79,Mechanical cleaning methods
L10-AP,2013,-34,-18,Caissons,31,132,85,136,85,Mechanical cleaning methods
K9-A,2009,-37,-37,Row 5,3,6,83,75,86,High-pressure water jetting
K9-C,2006,-38,-15,Conductors,62,98,26,16,62,Mechanical cleaning methods
K12-BP,2012,-10,-6,Caissons,73,23,48,80,8,High-pressure water jetting
L10-B,2001,-42,-42,Caissons,19,10,84,124,70,High-pressure water jetting
L10-BB,2014,-10,-17,Row 2,25,241,11,198,74,Mechanical cleaning methods
K12-BD,2009,-34,4,Row 5,24,169,79,81,75,Mechanical cleaning methods
L10-E,2002,-31,-29,Row B,88,4,42,2,88,Mechanical cleaning methods
L10-L,2012,-42,-17,Row 1-2,90,20,10,92,90,Mechanical cleaning methods
L10-AD,2007,-38,-4,Level 2,6,15,81,5,84,High-pressure water jetting
L10-C,2014,-40,-24,Row D,59,19,19,39,59,Laser cleaning
K12-G,2014,-38,-17,Row 1,34,139,80,106,80,Mechanical cleaning methods
L10-AC,2006,-41,-8,Row 5,5,24,77,42,77,High-pressure water jetting
G17-AP,1999,-33,-18,Row A,55,142,100,151,90,Mechanical cleaning methods
K12-BP,2011,-6,-24,Row 2-3,21,144,8,80,90,Mechanical cleaning methods
G16-A,1999,-19,-8,Caissons,78,193,64,17,81,Mechanical cleaning methods
K9-A,2016,-19,-38,Row 3-1,20,2,80,189,80,High-pressure water jetting
G14-B,2006,-24,-14,Conductors,29,4,87,132,91,High-pressure water jetting
L10-L,2001,-19,-15,Row 4,69,170,76,72,80,Mechanical cleaning methods
G17-A,2008,-27,-14,Row B,63,0,37,14,76,Laser cleaning
L10-M,2015,-18,-18,Row D,64,55,70,116,91,High-pressure water jetting
L10-AD,2004,-11,-32,Row A,48,184,0,160,90,Mechanical cleaning methods
L10-B,2014,-11,-17,Row C,5,26,87,195,82,High-pressure water jetting
K2-A,2004,-14,4,Level 2 ,80,120,46,114,10,Mechanical cleaning methods
G17-AP,2017,-42,0,Level 2 ,96,33,99,92,83,Mechanical cleaning methods
L10-L,2014,-8,-4,Level 3,18,142,76,191,10,Mechanical cleaning methods
G17-A,2006,-4,-37,Row B,0,11,3,63,90,High-pressure water jetting
G17-A,2016,-4,0,Level 3,37,36,96,168,5,High-pressure water jetting
L10-E,2007,-14,4,Level 2,69,98,96,57,10,Mechanical cleaning methods
G16-A,2000,-18,-17,Row E,64,27,67,78,78,High-pressure water jetting
L10-AP,2001,-33,-10,Risers,11,187,97,192,91,Mechanical cleaning methods
K2-A,2000,-4,-33,Caissons,80,230,91,178,86,Mechanical cleaning methods
K9-B,2009,-38,-18,Row 4,44,171,85,197,85,Mechanical cleaning methods
K12-D,2017,-19,-26,Row C,94,14,24,42,87,Mechanical cleaning methods
L5-A,2008,-14,-29,Row 4,23,10,4,79,88,High-pressure water jetting
L10-B,2001,-40,-17,Rows and Elevations,6,23,97,82,90,High-pressure water jetting
K12-K,2006,-33,-41,Level 1 ,36,50,98,104,70,High-pressure water jetting
K12-BD,2003,-6,-11,Row 3,17,197,61,18,9,Mechanical cleaning methods
L10-M,2012,-33,-26,Row E,69,153,77,110,77,Mechanical cleaning methods
K9-A,2000,-27,-41,Rows and Elevations,2,77,25,155,25,Mechanical cleaning methods
G17-A,2003,3,-8,Row B,99,210,43,39,6,Mechanical cleaning methods
G16-A,2015,-34,-16,Risers,21,0,78,114,78,High-pressure water jetting
K12-BD,2014,-38,-30,Row C,83,83,75,165,83,Mechanical cleaning methods
K12-A,2011,-24,-33,Rows and Elevations,58,38,62,107,62,High-pressure water jetting
G14-A,2014,-42,0,Level 2,43,10,63,6,71,Ultrasonic cleaning
L10-B,2001,-9,-39,Row E,88,159,17,87,86,Mechanical cleaning methods
G17-A,2010,-42,-13,Row 3,3,245,99,119,90,Mechanical cleaning methods
L10-L,2017,-17,-15,Row 2-3,57,44,86,143,74,High-pressure water jetting
K12-CC,1999,-14,-26,Row A,46,173,43,4,77,Mechanical cleaning methods
K9-A,2016,-40,-15,Conductors,29,81,25,134,29,Mechanical cleaning methods
L10-M,2011,-8,-13,Conductors,65,86,38,62,82,Mechanical cleaning methods
K12-C,2001,-31,-26,Rows and Elevations,41,11,33,176,41,High-pressure water jetting
L10-EE,2012,-29,-38,Row 5,4,198,93,134,90,Mechanical cleaning methods
G14-B,2008,-34,-12,Caissons,89,23,62,57,79,Mechanical cleaning methods
L10-B,2005,-14,-40,Caissons,4,54,93,29,90,High-pressure water jetting
L10-AC,2009,-33,-24,Caissons,80,78,62,118,80,Mechanical cleaning methods
K12-D,2013,-16,-19,Row C,40,2,90,170,72,High-pressure water jetting
G14-B,2011,0,-29,Row D,22,170,43,200,91,Mechanical cleaning methods
L10-AP,2012,-31,-16,Row D,30,199,2,179,72,Mechanical cleaning methods
G17-A,2011,-42,-40,Row 2-3,47,134,83,183,49,Mechanical cleaning methods
L10-AD,2013,-4,-29,Rows and Elevations,71,221,82,186,81,Mechanical cleaning methods
K12-K,2013,-10,-31,Level 1,12,21,41,137,91,High-pressure water jetting
K12-BD,2003,-39,-6,Level 1 ,1,247,9,74,72,Mechanical cleaning methods
G17-AP,2000,-31,-42,Level 3,45,10,69,5,84,Ultrasonic cleaning
K9-C,2009,-7,-6,Level 3,20,49,84,110,11,High-pressure water jetting
L10-B,2010,-41,-8,Row 2,92,208,90,193,90,Mechanical cleaning methods
K12-BD,2001,-13,4,Row 2,91,5,85,132,5,Mechanical cleaning methods
K12-K,2001,-40,-4,Row 2-3,1,197,67,139,84,Mechanical cleaning methods
K9-B,2009,-11,-18,Level 2 ,73,108,10,97,90,Mechanical cleaning methods
L10-L,2008,-26,-16,Row A,7,80,61,130,91,Mechanical cleaning methods
G17-AP,2014,-4,-27,Row 2-3,47,90,11,38,84,Mechanical cleaning methods
L10-B,2011,-16,-9,Row 5,36,198,55,175,89,Mechanical cleaning methods
L10-L,2017,-14,-33,Row 4,26,93,57,188,87,Mechanical cleaning methods
L5-A,2008,-42,-39,Level 1,73,176,27,112,73,Mechanical cleaning methods
K12-A,2006,-18,-24,Risers,46,144,80,126,76,Mechanical cleaning methods
G17-AP,2014,-13,-41,Row B,63,72,92,158,90,Mechanical cleaning methods
K12-G,1999,-19,-24,Row 5,81,72,57,171,72,Mechanical cleaning methods
L10-D,2012,-6,-27,Conductors,34,3,46,170,78,High-pressure water jetting
K12-C,2007,-26,-32,Level 2 ,16,12,57,159,57,High-pressure water jetting
D15-A,2004,-14,-7,Row A,14,7,53,126,70,High-pressure water jetting
L10-AR,2015,-42,-26,Row A,80,24,82,90,82,High-pressure water jetting
L10-E,2010,-14,0,Risers,24,41,89,111,11,High-pressure water jetting
G17-AP,2005,-32,-13,Level 2 ,5,25,42,114,83,High-pressure water jetting
L10-F,2005,-41,-9,Level 1,70,5,97,73,90,High-pressure water jetting
K9-C,2014,-14,-32,Row 1-2,6,42,22,80,87,High-pressure water jetting
K12-D,2005,-17,0,Level 2 ,27,37,75,28,7,High-pressure water jetting
K12-BP,2007,-37,-9,Row 1-2,67,39,34,145,79,High-pressure water jetting
L10-AD,2008,-27,-13,Row D,10,10,14,124,73,High-pressure water jetting
K2-A,2006,-30,-15,Level 1,92,150,71,4,72,Mechanical cleaning methods
L5-A,2006,-38,-9,Conductors,9,122,52,94,89,Mechanical cleaning methods
G17-AP,2015,0,4,Row E,24,202,3,197,89,Mechanical cleaning methods
D15-A,2015,-37,-31,Rows and Elevations,0,136,2,170,2,Mechanical cleaning methods
K12-C,2000,0,-15,Level 1 ,7,6,54,136,6,High-pressure water jetting
L10-E,2010,0,-33,Row C,77,164,11,34,77,Mechanical cleaning methods
K12-G,2002,-31,-40,Row 2-3,62,231,64,59,72,Mechanical cleaning methods
G14-B,2000,-38,-14,Row 1,7,47,25,55,25,High-pressure water jetting
K12-CC,2005,-4,-6,Level 3,60,144,82,28,7,Mechanical cleaning methods
K2-A,2015,-38,-24,Level 2,8,33,27,34,27,Laser cleaning
K2-A,2006,-4,4,Row D,33,174,91,39,10,Mechanical cleaning methods
L10-AP,2009,-15,-26,Row 1-2,60,103,75,179,70,Mechanical cleaning methods
L10-C,2002,-37,0,Row E,37,81,59,112,75,Mechanical cleaning methods
L10-E,2016,-41,-38,Risers,78,10,96,159,87,High-pressure water jetting
L10-E,2007,-12,-34,Level 1 ,46,210,90,133,91,Mechanical cleaning methods
K12-BP,2006,-40,-26,Row C,93,41,66,141,90,Mechanical cleaning methods
L10-B,2017,-34,-11,Level 3,19,48,36,197,82,High-pressure water jetting
L10-AR,2008,-16,-4,Rows and Elevations,21,34,81,39,8,High-pressure water jetting
G16-A,2017,-29,-33,Row 3,61,169,22,185,61,Mechanical cleaning methods
K9-B,2004,-37,-26,Caissons,40,124,81,146,81,Mechanical cleaning methods
K12-K,2006,-42,-16,Row 1-2,47,144,29,34,47,Mechanical cleaning methods
K9-C,2002,-4,-38,Row B,49,199,10,181,88,Mechanical cleaning methods
L10-F,2008,-11,4,Row A,43,11,46,122,11,High-pressure water jetting
K9-A,2003,-19,-24,Level 1,70,5,76,148,77,High-pressure water jetting
G17-AP,2010,-17,-32,Row 1-2,18,142,12,164,18,Mechanical cleaning methods
K12-BP,1999,-27,-13,Level 3,39,22,33,110,86,High-pressure water jetting
L10-D,2001,-13,-6,Rows and Elevations,39,217,97,121,11,Mechanical cleaning methods
L10-E,2008,-42,-16,Row C,94,146,85,49,90,Mechanical cleaning methods
G17-A,2014,-31,-27,Level 2,1,66,66,1,66,Mechanical cleaning methods
G14-B,2002,-31,-7,Level 1,48,90,72,100,89,Mechanical cleaning methods
K2-A,2016,-14,-11,Row C,71,19,86,148,73,High-pressure water jetting
K12-BP,2013,-14,-38,Row 1,6,100,23,172,23,Mechanical cleaning methods
K12-BD,2004,-42,-19,Level 1,21,165,87,169,87,Mechanical cleaning methods
L10-AD,2015,-12,-18,Rows and Elevations,7,188,46,173,71,Mechanical cleaning methods
G17-AP,2015,-33,-26,Row 2-3,20,228,84,34,84,Mechanical cleaning methods
K12-A,2005,-33,-12,Row C,13,73,100,28,76,Mechanical cleaning methods
L10-B,2017,-30,-17,Row 2-3,45,192,98,53,84,Mechanical cleaning methods
E17-A,2003,-26,0,Row 1-2,5,59,99,28,80,High-pressure water jetting
L5-A,2004,-31,-7,Row A,21,8,91,116,91,High-pressure water jetting
L10-BB,2010,-39,-39,Row 4,40,243,11,55,74,Mechanical cleaning methods
K9-A,2011,-16,-30,Row 2,74,8,75,115,77,High-pressure water jetting
K12-CC,2002,-4,-6,Caissons,39,150,84,46,8,Mechanical cleaning methods
K12-A,2009,-10,-15,Level 3,29,45,12,25,75,Laser cleaning
K12-D,2001,-24,-12,Row 4,14,26,1,50,71,High-pressure water jetting
K2-A,2017,-32,-37,Row E,46,48,73,178,73,High-pressure water jetting
L10-L,2008,-6,-40,Risers,46,5,0,19,72,Ultrasonic cleaning
K12-K,2007,-42,-7,Row 1,46,39,50,131,50,High-pressure water jetting
K12-K,2013,-17,-17,Level 1 ,11,9,29,151,91,High-pressure water jetting
K12-D,2014,-29,-13,Row A,93,9,29,164,72,Mechanical cleaning methods
L10-EE,2004,-42,-7,Level 2 ,42,157,79,156,79,Mechanical cleaning methods
L10-B,2012,-10,-42,Row 4,29,197,0,79,29,Mechanical cleaning methods
G17-AP,2002,-29,0,Level 1 ,58,193,98,185,75,Mechanical cleaning methods
L10-B,2001,-4,-9,Risers,36,163,24,13,7,Mechanical cleaning methods
L10-AC,2008,-9,-13,Row D,32,2,88,22,82,High-pressure water jetting
L10-F,2009,-30,-38,Row 2,80,126,79,93,80,Mechanical cleaning methods
K12-C,2013,-34,-8,Level 1 ,74,140,82,136,89,Mechanical cleaning methods
L10-EE,2011,-11,-37,Row B,83,237,89,129,75,Mechanical cleaning methods
L10-AR,2014,-16,-29,Row 2-3,59,143,18,156,81,Mechanical cleaning methods
L10-EE,2000,-9,-39,Level 1 ,35,10,74,139,75,High-pressure water jetting
L10-F,2000,0,-15,Row 4,51,45,56,77,6,High-pressure water jetting
K12-BD,2007,-30,-33,Row 4,49,10,41,110,49,High-pressure water jetting
K9-C,2000,-17,-40,Row 2-3,33,12,86,3,86,High-pressure water jetting
D15-A,2015,3,-38,Level 1 ,84,10,93,171,84,High-pressure water jetting
E17-A,2017,-40,-19,Level 1,38,5,14,49,38,Ultrasonic cleaning
K12-CC,2008,-40,-42,Row 3,63,168,56,144,63,Mechanical cleaning methods
K9-A,2008,-30,-19,Risers,60,9,92,9,90,High-pressure water jetting
K12-K,1999,-39,-41,Conductors,44,189,38,180,76,Mechanical cleaning methods
K12-A,2003,-7,-30,Row 4,78,9,3,60,82,High-pressure water jetting
L10-AC,2005,-39,-17,Conductors,7,148,43,48,43,Mechanical cleaning methods
L10-AP,2016,-15,-11,Row B,5,43,99,84,86,High-pressure water jetting
L10-AR,2012,-7,-24,Row C,17,194,78,72,74,Mechanical cleaning methods
L5-A,2015,-8,-42,Row 1,89,48,85,167,89,Mechanical cleaning methods
G17-AP,2006,-12,-27,Row C,95,136,51,59,73,Mechanical cleaning methods
L10-AD,2012,-33,-29,Conductors,24,177,57,63,57,Mechanical cleaning methods
L10-AC,2014,-42,-30,Row 2-3,20,19,60,152,77,High-pressure water jetting
L10-AR,1999,-12,-32,Level 3,5,39,94,3,78,High-pressure water jetting
L5-A,2015,-16,-41,Row D,100,220,88,183,90,Mechanical cleaning methods
G14-A,2015,-38,-41,Row C,80,93,88,124,90,Mechanical cleaning methods
G14-B,2016,-6,-33,Level 2,13,149,9,16,89,Mechanical cleaning methods
G16-A,2015,-14,-14,Row 5,29,9,78,196,82,High-pressure water jetting
K12-K,2008,-38,4,Row 3,16,12,47,27,88,Ultrasonic cleaning
K9-A,1999,-24,-26,Row 4,20,118,91,138,90,Mechanical cleaning methods
L10-E,2014,-30,-40,Row 4,82,27,26,126,82,High-pressure water jetting
K9-A,2007,-13,-34,Row 4,95,24,99,91,91,Mechanical cleaning methods
G14-A,2005,-11,-18,Level 2,81,205,91,129,77,Mechanical cleaning methods
G17-AP,2006,-17,-11,Row 1-2,43,233,92,154,87,Mechanical cleaning methods
K12-BP,2011,-8,-9,Row A,68,42,70,192,5,High-pressure water jetting
L10-M,2012,-13,-13,Row 4,17,105,11,171,87,Mechanical cleaning methods
K12-A,2005,-37,-6,Row C,32,197,81,54,78,Mechanical cleaning methods
L10-EE,2007,-12,-27,Row D,55,6,54,26,74,Cavitation water jetting
L10-AD,2013,-24,-19,Row B,97,127,62,161,71,Mechanical cleaning methods
L10-AC,2005,-18,-31,Level 2 ,93,217,6,175,90,Mechanical cleaning methods
L10-AP,2001,-26,-26,Level 1 ,96,3,79,127,90,Mechanical cleaning methods
D15-A,2010,-26,-34,Row B,50,207,49,156,50,Mechanical cleaning methods
G17-A,2001,-41,-15,Row A,27,235,93,197,90,Mechanical cleaning methods
E17-A,1999,-4,4,Row 5,8,91,69,168,5,Mechanical cleaning methods
L10-EE,1999,-39,-16,Row E,20,16,95,195,90,High-pressure water jetting
K9-A,2008,-31,-7,Row B,22,94,15,172,90,Mechanical cleaning methods
G14-B,1999,-37,-27,Row 3,37,5,98,154,90,High-pressure water jetting
L10-M,2011,-13,-24,Row 4,37,73,91,198,72,Mechanical cleaning methods
K2-A,2016,-37,-7,Row 4,43,5,95,136,85,High-pressure water jetting
K9-A,2017,-17,-11,Row 2,62,134,4,146,84,Mechanical cleaning methods
K2-A,2006,-37,-41,Rows and Elevations,47,178,68,23,85,Mechanical cleaning methods
L5-A,2014,-16,-4,Row 3,30,248,2,173,7,Mechanical cleaning methods
K9-A,2012,-27,-33,Level 2 ,21,229,85,33,85,Mechanical cleaning methods
K12-BD,2001,-32,-38,Level 1 ,23,247,55,90,55,Mechanical cleaning methods
K2-A,2010,-29,-15,Row B,43,32,98,89,85,High-pressure water jetting
L10-AP,2009,-9,-14,Risers,15,248,97,124,81,Mechanical cleaning methods
K12-CC,2006,-15,-10,Row 2,82,23,96,163,78,High-pressure water jetting
L10-L,2017,-17,-15,Level 2 ,8,225,27,178,74,Mechanical cleaning methods
L10-EE,2014,-27,-26,Row 1-2,97,127,91,192,90,Mechanical cleaning methods
K12-CC,2013,-41,0,Row 2-3,86,132,9,148,80,Mechanical cleaning methods
L10-D,1999,-39,-37,Row 3-1,88,172,79,165,90,Mechanical cleaning methods
K12-BP,2011,-40,-18,Row 2-3,56,20,30,172,56,High-pressure water jetting
L10-B,2006,-32,-39,Level 1,21,10,40,75,86,High-pressure water jetting
